id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
ACHIEV_EARTHSHAPER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_POISONED_BLIGHT_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_MOON_BLADE_DESC;Defeat awakened gatekeepers to obtain this weapon.;Besiege Erwachte Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens éveillés pour obtenir cette arme.;Sconfiggete i guardiani risvegliati per ottenere quest'arma.;Derrota a los guardianes despiertos para obtener esta arma.;击败觉醒的守门人获得此武器。;覚醒したゲートキーパーを倒してこの武器を手に入れよう。;각성한 게이트키퍼를 처치하여 이 무기를 획득하세요.;Derrota guardiões despertos para obteres esta arma.;Pokonaj przebudzonych strażników, aby zdobyć tę broń.;Победите пробудившихся привратников, чтобы получить это оружие.;Bu silahı elde etmek için uyanmış kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти пробуджених вартових брами.
ACHIEV_GLOOMTIDE_DESC;Defeat awakened gatekeepers to obtain this weapon.;Besiege Erwachte Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens éveillés pour obtenir cette arme.;Sconfiggete i guardiani risvegliati per ottenere quest'arma.;Derrota a los guardianes despiertos para obtener esta arma.;击败觉醒的守门人获得此武器。;覚醒したゲートキーパーを倒してこの武器を手に入れよう。;각성한 게이트키퍼를 처치하여 이 무기를 획득하세요.;Derrota guardiões despertos para obteres esta arma.;Pokonaj przebudzonych strażników, aby zdobyć tę broń.;Победите пробудившихся привратников, чтобы получить это оружие.;Bu silahı elde etmek için uyanmış kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти пробуджених вартових.
ACHIEV_ABYSSAL_HUNGER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_EMBERFORGE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_LIGHT_PIERCER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SEALBREAKER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_BONEBREAKER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_PITCH_FORK_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SANGUINE_BLADE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Débloquez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器を解放しよう。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma conversando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадыром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_MOLTENEDGE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SHARDPIERCER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Débloquez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器を解放しよう。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma conversando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадыром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
;;;;;;;;;;;;;
ACHIEV_DARK_STAFF_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_ICE_STAFF_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_BOW_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_FOCUS_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокувати цю зброю, поговоривши з Голадіром.
ACHIEV_PHOENIX_STAFF_DESC;Defeat map bosses to receive this weapon.;Besiege Map Bosse, um diese Waffe zu erhalten.;Battez les boss de la carte pour recevoir cette arme.;Sconfiggere i boss della mappa per ricevere quest'arma.;Derrota a los jefes del mapa para recibir esta arma.;击败地图 Boss 可获得此武器。;マップのボスを倒すともらえる。;지도 우두머리를 처치하여 이 무기를 획득하세요.;Derrote os chefes do mapa para receber esta arma.;Pokonaj bossów na mapie, aby otrzymać tę broń.;Победите боссов карты, чтобы получить это оружие.;Bu silahı almak için harita patronlarını yen.;Щоб отримати цю зброю, потрібно перемогти босів карти.
ACHIEV_THROWING_AXE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_THROWING_SPEAR_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_EMERALD_STAFF_DESC;Defeat gatekeepers to obtain this weapon.;Besiege Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens pour obtenir cette arme.;Sconfiggi i guardiani per ottenere quest'arma.;Derrota a los guardianes para obtener esta arma.;击败守门人可获得此武器。;門番を倒してこの武器を手に入れよう。;게이트키퍼를 처치하여 이 무기를 획득하세요.;Derrote os guardiões para obter esta arma.;Pokonaj strażników, aby otrzymać tę broń.;Победите привратников, чтобы получить это оружие.;Bu silahı elde etmek için kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти вартових воріт.
ACHIEV_LIGHTNING_STAFF_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_ICE_FOCUS_DESC;Defeat gatekeepers to obtain this weapon.;Besiege Portalwächter, um diese Waffe zu erhalten.;Vaincre les gardiens pour obtenir cette arme.;Sconfiggi i guardiani per ottenere quest'arma.;Derrota a los guardianes para obtener esta arma.;击败守门人获得此武器。;門番を倒してこの武器を手に入れろ。;게이트키퍼를 처치하여 이 무기를 획득하십시오.;Derrota os guardiões para obteres esta arma.;Pokonaj strażników, aby otrzymać tę broń.;Победите привратников, чтобы получить это оружие.;Bu silahı elde etmek için kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти вартових брами.
ACHIEV_SLINGSHOT_DESC;Defeat gatekeepers to obtain this weapon.;Besiege Portalwächter, um diese Waffe zu erhalten.;Vaincre les gardiens pour obtenir cette arme.;Sconfiggi i guardiani per ottenere quest'arma.;Derrota a los guardianes para obtener esta arma.;击败守门人可获得此武器。;門番を倒してこの武器を手に入れろ。;게이트키퍼를 처치하여 이 무기를 획득하십시오.;Derrota os guardiões para obteres esta arma.;Pokonaj strażników, aby otrzymać tę broń.;Победите привратников, чтобы получить это оружие.;Bu silahı elde etmek için kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти вартових брами.
ACHIEV_UNSTABLE_POTION_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_CINNAMON_STAR_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_DAROKIN_STAFF_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_BLAZEBOLT_DESC;Defeat gatekeepers to obtain this weapon.;Besiege Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens pour obtenir cette arme.;Sconfiggere i guardiani per ottenere quest'arma.;Derrota a los guardianes para obtener esta arma.;击败守门人获得此武器。;門番を倒してこの武器を手に入れろ。;게이트키퍼를 처치하여 이 무기를 획득하십시오.;Derrote os guardiões para obter esta arma.;Pokonaj strażników, aby otrzymać tę broń.;Победите привратников, чтобы получить это оружие.;Bu silahı elde etmek için kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти вартових брами.
ACHIEV_WOODWEAVER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_GRIMM_REBOUND_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокувати цю зброю, поговоривши з Голадіром.
ACHIEV_ECHO_BALLISTA_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SUN_ORB_DESC;Defeat awakened gatekeepers to obtain this weapon.;Besiege Erwachte Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens éveillés pour obtenir cette arme.;Sconfiggere i guardiani risvegliati per ottenere quest'arma.;Derrota a los guardianes despiertos para obtener esta arma.;击败唤醒的守门人可获得此武器。;覚醒した門番を倒してこの武器を手に入れろ。;각성한 게이트키퍼를 처치하여 이 무기를 획득하세요.;Derrota os guardiões despertos para obteres esta arma.;Pokonaj przebudzonych strażników, aby otrzymać tę broń.;Победите пробудившихся привратников, чтобы получить это оружие.;Bu silahı elde etmek için uyanmış kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти вартових, що прокинулися.
ACHIEV_SUNFIRE_SCEPTRE_DESC;Defeat awakened gatekeepers to obtain this weapon.;Besiege Erwachte Portalwächter, um diese Waffe zu erhalten.;Battez les gardiens éveillés pour obtenir cette arme.;Sconfiggi i guardiani risvegliati per ottenere quest'arma.;Derrota a los guardianes despiertos para obtener esta arma.;击败觉醒的守门人可获得此武器。;覚醒した門番を倒してこの武器を手に入れよう。;각성한 게이트키퍼를 처치하여 이 무기를 획득하십시오.;Derrota os guardiões despertos para obteres esta arma.;Pokonaj przebudzonych strażników, aby otrzymać tę broń.;Победите пробудившихся привратников, чтобы получить это оружие.;Bu silahı elde etmek için uyanmış kapı bekçilerini yen.;Щоб отримати цю зброю, потрібно перемогти пробуджених вартових.
ACHIEV_BUZZ_HARBINGER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_WILDFIRES_WRATH_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Голадіром.
ACHIEV_THUNDERFORGE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_ELDER_BRANCH_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_TOME_OF_KNOWLEDGE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_BONE_LANCE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_HERD_STAFF_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SANGUINE_SCEPTER_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Débloquez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器を解放しよう。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma conversando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадыром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_SPLINTERFANG_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Déverrouillez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器をアンロック。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma falando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадиром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
ACHIEV_NIGHTGRAPE_DESC;Unlock this weapon by talking to Goladir.;Schalte diese Waffe frei, indem du mit Goladir sprichst.;Débloquez cette arme en parlant à Goladir.;Sblocca quest'arma parlando con Goladir.;Desbloquea esta arma hablando con Goladir.;与戈拉迪尔交谈以解锁此武器。;ゴラディールと話してこの武器を解放しよう。;골라디르와 대화하여 이 무기를 잠금 해제하세요.;Desbloqueie esta arma conversando com Goladir.;Odblokuj tę broń, rozmawiając z Goladirem.;Разблокируйте это оружие, поговорив с Голадыром.;Bu silahı açmak için Goladir ile konuşun.;Розблокуйте цю зброю, поговоривши з Ґоладіром.
