id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
LEAGUE_INFO;You can share the league ID with fellow players or communities to compete on private leaderboards.;Du kannst die Liga ID mit anderen Spielern oder Communities teilen, um in privaten Ranglisten gegeneinander anzutreten.;Vous pouvez partager l'ID de la ligue avec d'autres joueurs ou communautés pour vous affronter sur des classements privés.;È possibile condividere l'ID della lega con altri giocatori o comunità per competere in classifiche private.;Puedes compartir el ID de la liga con otros jugadores o comunidades para competir en tablas de clasificación privadas.;你可以与其他玩家或者社区分享联赛ID，在私人排行榜上竞赛。;リーグIDは仲間やコミュニティと共有し、プライベートリーダーボードで競うことができます。;리그 ID를 동료 플레이어나 커뮤니티와 공유하여 비공개 순위표에서 경쟁할 수 있습니다.;Pode partilhar a identificação do campeonato com outros jogadores ou comunidades para competir em quadros de líderes privados.;Możesz udostępnić identyfikator ligi innym graczom lub społecznościom, aby rywalizować w prywatnych tabelach wyników.;Вы можете поделиться идентификатором лиги с другими игроками или сообществами, чтобы соревноваться в личных таблицах лидеров.;Özel liderlik tablolarında yarışmak için lig kimliğini diğer oyuncularla veya topluluklarla paylaşabilirsiniz.;Ви можете поділитися ідентифікатором ліги з іншими гравцями або спільнотами, щоб змагатися в приватних таблицях лідерів.
CREATE_JOIN;Create / Join;Erstellen / Beitreten;Créer / Rejoindre;Creare / Partecipare;Crear / Unirse;创建/加入;作成/参加;리그 생성/가입;Criar / Aderir;Utwórz / Dołącz;Создать / Присоединиться;Oluştur / Katıl;Створити / Приєднатися
PRIVATE_LEAGUE;Private League;Private Liga;Ligue privée;Lega privata;Liga privada;私人联盟;プライベートリーグ;프라이빗 리그;Liga Privada;Liga prywatna;Частная лига;Özel Lig;Приватна ліга
CREATE_JOIN_LEAGUE;Create / Join Private League;Private Liga erstellen oder beitreten;Créer / Rejoindre une ligue privée;Creare / Partecipare al campionato privato;Crear / Unirse a una liga privada;创建/加入私人联盟;プライベートリーグの作成／参加;비공개 리그 생성 / 참여;Criar / aderir a uma liga privada;Utwórz / dołącz do ligi prywatnej;Создать / присоединиться к частной лиге;Özel Lig Oluştur / Katıl;Створити / приєднатися до приватної ліги
CHANGE_PUBLIC_NAME;Change Public Player Name;Öffentlichen Spielernamen ändern;Changer le nom du joueur public;Cambiare il nome del giocatore pubblico;Cambiar el nombre público del jugador;更改公开的玩家名;公開プレイヤー名を変更する;공개 플레이어 이름 변경;Mudar o nome do jogador público;Zmiana publicznej nazwy gracza;Изменить публичное имя игрока;Genel Oyuncu Adını Değiştir;Змінити публічне ім'я гравця
OFFLINE;Offline;Offline;Offline;Offline;Offline;离线;オフライン;오프라인;Offline;Offline;Offline;Çevrimdışı;Офлайн
ENTER_PUBLIC_LEAGUE;Enter Public League;Public Liga betreten;Entrer dans la ligue publique;Entrare nella Lega pubblica;Entrar en la Liga Pública;进入公开联赛;パブリックリーグに参加する;공개 리그 참가;Entrar na Liga Pública;Wejdź do ligi publicznej;Вступить в Общественную лигу;Kamu Ligine Girin;Увійдіть до публічної ліги
;;;;;;;;;;;;;
PUBLIC_LEAGUE_INFO;Enter the Public League to compete with all players around the world on a global leader board. This leaderboard will be reset frequently.\n\n Cheating or inappropriate names will be removed and lead to exclusion from the leaderboards.;Nimm an der Public Liga teil, um dich mit allen Spielern auf der ganzen Welt in einer globalen Rangliste zu messen. Diese Rangliste wird regelmäßig zurückgesetzt.\n\nCheating oder unangemessene Namen werden entfernt und führen zum Ausschluss von den Ranglisten.;Entrez dans la ligue publique pour vous mesurer à tous les joueurs du monde entier sur un tableau de classement mondial. Ce classement sera remis à zéro fréquemment.\n\nLes tricheries ou les noms inappropriés seront supprimés et entraîneront l'exclusion du classement.;Partecipa alla Lega pubblica per competere con tutti i giocatori del mondo in una classifica globale. Questa classifica verrà resettata di frequente.\n\n Gli imbrogli o i nomi inappropriati saranno rimossi e comporteranno l'esclusione dalle classifiche.;Entra en la Liga Pública para competir con todos los jugadores del mundo en una tabla de clasificación global. Esta tabla de clasificación se restablecerá con frecuencia.\n\nLas trampas o los nombres inapropiados serán eliminados y llevarán a la exclusión de las tablas de clasificación.;进入公共联赛，在全球排行榜上与世界各地的所有玩家竞赛。\n\n这个排行榜将经常被重置。作弊或不适当的名字将被删除，并导致被排除在排行榜之外。;パブリックリーグに参加すると、世界中の全プレイヤーとグローバルリーダーボードで競い合うことができます。このリーダーボードは頻繁にリセットされます。不正行為や不適切な名前は削除され、リーダーボードから除外されます。;공개 리그에 참가하여 글로벌 순위표에서 전 세계의 모든 플레이어와 경쟁하세요. 이 순위표는 수시로 초기화됩니다.\n\n 부정 행위 또는 부적절한 이름은 삭제되며 순위표에서 제외될 수 있습니다.;Entrar na Liga Pública para competir com todos os jogadores em todo o mundo num quadro de líderes globais. Este quadro de líderes será reiniciado frequentemente.{\i}nós de batota ou nomes inapropriados serão removidos e levarão à exclusão do quadro de líderes.;Weź udział w Lidze Publicznej, aby rywalizować ze wszystkimi graczami z całego świata w globalnej tabeli liderów. Ta tabela liderów będzie często resetowana. Oszukiwanie lub nieodpowiednie nazwy będą usuwane, co doprowadzi do wykluczenia z tabeli liderów.;Вступайте в Общественную лигу, чтобы соревноваться со всеми игроками по всему миру в глобальной таблице лидеров. Эта таблица лидеров будет часто обновляться.\n\n Обман или неуместные имена будут удалены и приведут к исключению из таблицы лидеров.;Küresel bir liderlik tablosunda dünyanın dört bir yanındaki tüm oyuncularla rekabet etmek için Genel Lige girin. Bu liderlik tablosu sık sık sıfırlanacaktır.\n\n Hile yapan veya uygunsuz isimler kaldırılacak ve liderlik tablosundan dışlanmaya neden olacaktır.;Приєднуйтесь до Публічної ліги, щоб змагатися з усіма гравцями по всьому світу в глобальній таблиці лідерів. Цей список лідерів буде часто оновлюватися.\n\n Шахрайство або невідповідні імена будуть видалятися і призведуть до виключення з списку лідерів.
JOIN;Join;Beitreten;Rejoignez;Unirsi;Únase a;加入;参加する;가입;Junte-se a;Dołącz;Присоединяйтесь к;Katılın;Приєднатися
LEADERBOARD;Leaderboard;Rangliste;Tableau des leaders;Classifica;Tabla de clasificación;排行榜;リーダーボード;리더보드;Classificação;Tabela liderów;Таблица лидеров;Liderlik Tablosu;До таблиці лідерів
CHOOSE_UNLOCK_SKILL;Unlock a skill;Fähigkeit freischalten;Débloquer une compétence;Sblocca una abilità;Desbloquear habilidad;解锁技能;スキル解除;스킬 해제;Desbloquear habilidade;Odblokuj umiejętność;Открыть навык;Beceri aç;Відкрити навичку
CHOOSE_UNLOCK_WEAPON;Unlock a weapon;Waffe freischalten;Débloquer une arme;Sblocca un’arma;Desbloquear arma;解锁武器;武器解除;무기 해제;Desbloquear arma;Odblokuj broń;Открыть оружие;Silah aç;Відкрити зброю
UNLOCK_INFO;All unlocks are permanent and carry over to new runs. ;Alle Freischaltungen sind dauerhaft und werden auf neue Runs übertragen. ;Tous les déblocages sont permanents et s'appliquent aux nouveaux parcours. ;Tutti gli sblocchi sono permanenti e vengono riproposti nelle nuove corse. ;Todos los desbloqueos son permanentes y se trasladan a las nuevas carreras. ;所有的解锁都是永久性的，并且可以延续到新的游戏。;すべてのアンロックは永久的で、新しいランにも適用されます。;모든 잠금 해제는 영구적이며 새로운 실행으로 이월됩니다. ;Todos os desbloqueamentos são permanentes e transitam para novas corridas. ;Wszystkie odblokowania są trwałe i są przenoszone na nowe rundy.;Все разблокировки являются постоянными и переносятся в новые партии.;Tüm kilitler kalıcıdır ve yeni koşulara taşınır.;Всі розблокування є постійними і переносяться на нові забіги. 
ENEMY_HP_BARS;Enemy HP bars;Gegner-Lebensbalken;Barres de HP ennemies;Barre HP del nemico;Barras de HP enemigas;敌人的生命条;敵のHPバー;적 체력 바;Barras HP inimigas;Paski HP wroga;Полосы HP противника;Düşman HP çubukları;Смужки здоров'я ворога
EXP_BONUS_FINISHED;EXP Bonus;Bonus-EXP;Bonus d'EXP;Bonus EXP;Bono EXP;EXP奖励;EXPボーナス;경험치 보너스;Bónus EXP;Bonus EXP;Бонус EXP;EXP Bonus;Бонус EXP
EXP_BONUS_ACTIVE;EXP Bonus;Bonus-EXP; Bonus d'EXP; Bonus EXP; Bono EXP;EXP奖励; EXPボーナス; 경험치 보너스; Bónus EXP; Bonus EXP; Бонус EXP; EXP bonusu;Бонус EXP
MOUSE_BUTTON;Mouse Button;Maus-Taste;Mouse Button;Mouse Button;Mouse Button;鼠标按键;マウスボタン;마우스 버튼;Botão do rato;Przycisk myszy;Кнопка мыши;Fare Düğmesi;Кнопка миші
GAME_ZOOM_IN;Game Zoom In;Spiel Reinzoomen;Zoom sur le jeu;Zoom del gioco;Juego Zoom In;游戏放大;ゲームズームイン;게임 줌 인;Jogo Zoom In;Powiększenie gry;Игра Увеличить;Oyun Yakınlaştırma;Збільшити масштаб гри
GAME_ZOOM_OUT;Game Zoom Out;Spiel Rauszoomen;Jeu Zoom Out;Zoom out del gioco;Juego Zoom Out;游戏缩小;ゲームズームアウト;게임 줌 아웃;Jogo Zoom Out;Powiększenie gry;Игра Уменьшить масштаб;Oyun Uzaklaştırma;Зменшити масштаб гри
;;;;;;;;;;;;;
;;;;;;;;;;;;;
DEVOURER;Devourer;Verschlinger;Devourer;Devourer;Devourer;吞噬;デバウアー;포식자;Devorador;Pożeracz;Пожиратель;Devourer;Пожирач
FLUTTER_THORN;Flutter Thorn;Flatterdorn;Flutter Thorn;Flutter Thorn;Flutter Thorn;蜂刺;フラッターソーン;펄럭이는 가시;Espinho de Flutter;Flutter Thorn;Трепещущий терн;Çırpınan Diken;Тремтливий Шип
IRON_FROST;Iron Frost;Eisenfrost;Iron Frost;Iron Frost;Iron Frost;铁霜;アイアンフロスト;아이언 프로스트;Gelo de Ferro;Iron Frost;Железный иней;Demir Don;Залізний Мороз
MAD_KING;Mad King;Mad King;Mad King;Mad King;Mad King;疯王;マッドキング;미친 왕;Rei Louco;Mad King;Безумный король;Çılgın Kral;Божевільний король
SERPENT_1;Obscure Serpent;Verbergende Schlange;Obscure Serpent;Obscure Serpent;Obscure Serpent;黑夜之蛇;オブスキュア・サーペント;모호한 뱀;Serpente Obscura;Obscure Serpent;Непонятная змея;Belirsiz Yılan;Неясний Змій
SERPENT_2;Mutating Serpent;Mutierende Schlange;Mutating Serpent;Mutating Serpent;Mutating Serpent;变异之蛇;ミューテイティングサーペント;돌연변이 뱀;Serpente Mutante;Mutujący wąż;Мутирующий змей;Mutasyona Uğrayan Yılan;Змій-мутант
SERPENT_3;Engulfing Serpent;Verschlingende Schlange;Engulfing Serpent;Engulfing Serpent;Engulfing Serpent;噬身之蛇;エンファリングサーペント;삼키는 뱀;Serpente envolvente;Pochłaniający wąż;Охватывающий змей;Yutan Yılan;Змій, що поглинає
STONE_SMASHER;Stone Smasher;Steinbrecher;Stone Smasher;Stone Smasher;Stone Smasher;碎石者;ストーン・スマッシャー;돌 분쇄기;Esmagador de Pedras;Stone Smasher;Разрушитель камней;Taş Parçalayıcı;Каменеломка
TREE_OF_LIGHT;Tree of Light;Baum des Lichts;Arbre de Lumière;Albero della Luce;Árbol de la Luz;光明之树;ツリーオブライト;빛의 나무;Árvore da Luz;Drzewo Światła;Дерево света;Işık Ağacı;Дерево Світла
LEGACY_LEVEL;Legacy Level;Legacy-Stufe;Niveau d'héritage;Livello di eredità;Nivel del legado;遗产等级;レガシーレベル;레거시 레벨;Nível de Legado;Poziom dziedzictwa;Уровень наследия;Eski Seviye;Рівень «Спадщина
LEGACY;Legacy;Legacy;L'héritage;Eredità;Legado;传统;レガシー;레거시;Legado;Dziedzictwo;Наследие;Miras;Спадщина
LEGACY_POINTS;Available Legacy Points;Verfügbare Legacy-Punkte;Points d'héritage disponibles;Punti Legacy disponibili;Puntos de legado disponibles;可用的遗产积分;レガシーポイント;사용 가능한 레거시 포인트;Pontos Legados Disponíveis;Dostępne punkty legacy;Доступные очки наследия;Mevcut Eski Puanlar;Доступні очки спадщини
WORLD_UNLOCKED_DESC;New map unlocked!;Neue Map freigeschaltet!;Nouvelle carte débloquée !;Nuova mappa sbloccata!;¡Nuevo mapa desbloqueado!;新地图已解锁！;新マップ解禁;새로운 지도가 잠금 해제되었습니다!;Novo mapa desbloqueado!;Nowa mapa odblokowana!;Новая карта разблокирована!;Yeni harita açıldı!;Відкрито нову карту!
SANDS;Eternal Sands;Sande;Sables;Sabbie;Arenas;沙漠;砂;모래;Areias;Piaski;Пески;Kumlar;Піски
MOUNTAINS;Mountain Peaks;Berge;Montagnes;Montagne;Montañas;山地;山;산맥;Montanhas;Góry;Горы;Dağlar;Гори
SWAMP;Swamp;Sumpf;Marais;Palude;Pantano;沼泽;沼地;늪지;Pântano;Bagno;Болото;Bataklık;Болото
CAVE;Caves;Höhle;Grotte;Grotta;Cueva;洞穴;洞窟;동굴;Caverna;Jaskinia;Пещера;Mağara;Печера
OPEN_SKILLGEMS;Open Skillgems;Skillgems öffnen;skillgems ouvert;aprire skillgems;habilidades abiertas;打开技能宝石;スキルジェム開放;스킬 보석 열기;Skillgems abertos;Otwarte Skillgemy;Открытые скиллгемы;Açık Beceri Taşları;Відкрити камінці навичок
CAMERA_SHAKE;Camera Shake;Camera Shake;Camera Shake;Camera Shake;Camera Shake;相机抖动;カメラシェイク;카메라 흔들기;Agitação da câmara;Shake Room;Комната для встряски;Sarsıntı Odası;Тремтіння камери
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ACTIVATE_MAP;Activate Map;Map aktivieren;Activer la carte;Attivare la mappa;Activar el mapa;激活地图;マップを起動する;지도 활성화;Activar o mapa;Aktywuj mapę;Активировать карту;Haritayı Etkinleştir;Активувати карту
ACTIVATE_MAP_DESC;Activate this map and open the portal to your next destination.;Aktiviere diese Map und öffne das Portal zu deinem nächsten Ziel.;Active cette carte et ouvre le portail vers ta prochaine destination.;Attivate questa carta e aprite il portale verso la vostra prossima destinazione.;Activa esta tarjeta y abre el portal a tu próximo destino.;激活这张地图，打开通往下一站的传送门。;マップを起動すると、次の目的地までのポータルが開きます。;이 지도를 활성화하고 다음 목적지로 가는 포털을 엽니다.;Activar este mapa e abrir o portal para o seu próximo destino.;Aktywuj tę mapę i otwórz portal do następnego miejsca docelowego.;Активируйте эту карту и откройте портал к следующему пункту назначения.;Bu haritayı etkinleştirin ve bir sonraki hedefinize giden portalı açın.;Активуйте цю карту і відкрийте портал до наступного пункту призначення.
DEACTIVATE_MAP;Deactivate Map;Map deaktivieren;Désactiver la carte;Disattivare la mappa;Desactivar mapa;停用地图;地図解除;지도 비활성화;Desactivar o mapa;Dezaktywuj mapę;Деактивировать карту;Haritayı Devre Dışı Bırak;Деактивувати карту
DEACTIVATE_MAP_DESC;Deactivate this map and reselect another map for your next destination.;Deaktiviere diese Map und wähle eine andere Map für dein nächstes Ziel.;Désactive cette carte et choisis une autre carte pour ta prochaine cible.;Disattiva questa carta e scegli un'altra carta come prossimo bersaglio.;Desactiva esta carta y elige otra para tu próximo objetivo.;停用这张地图，选择另外一张地图作为你的下一站。;このマップの機能を停止し、次の目的地へ向かうマップを選択し直します。;이 지도를 비활성화하고 다음 목적지로 다른 지도를 다시 선택하세요.;Desactive este mapa e volte a seleccionar outro mapa para o seu próximo destino.;Dezaktywuj tę mapę i ponownie wybierz inną mapę dla następnego celu podróży.;Отключите эту карту и выберите другую карту для следующего пункта назначения.;Bu haritayı devre dışı bırakın ve bir sonraki hedefiniz için başka bir harita seçin.;Деактивуйте цю мапу і виберіть іншу мапу для наступного пункту призначення.
CLOSE;Close;Schließen;Fermer;Chiudere;Cerrar;关闭;閉じる;닫기;Fechar;Zamknij;Закрыть;Kapat;Закрити
CLOSE_MENU;Close Menu;Menü schließen;Fermer le menu;Chiudere il menu;Cerrar Menú;关闭菜单;メニューを閉じる;메뉴 닫기;Fechar Menu;Zamknij menu;Закрыть меню;Menüyü Kapat;Закрити меню
SHARD_MAP_MOD_SHUFFLE;Shard Of Chaos;Scherbe des Chaos;Eclat du Chaos;Frammento di caos;Fragmento de caos;混乱碎片;シャード オブ カオス;혼돈의 파편;Pedaço do Caos;Odłamek Chaosu;Осколок хаоса;Kaos Parçası;Осколок хаосу
SHARD_MAP_MOD_SHUFFLE_DESC;Replace all map modifier by new random map modifiers. Amount of modifiers remains unchanged.;Ersetze alle Map Modifikatoren durch neue zufällige Map Modifikatoren. Die Anzahl der Modifikatoren bleibt unverändert.;Remplacer tous les modificateurs de carte par de nouveaux modificateurs de carte aléatoires. La quantité de modificateurs reste inchangée.;Sostituire tutti i modificatori di mappa con nuovi modificatori di mappa casuali. La quantità di modificatori rimane invariata.;Sustituir todos los modificadores de mapa por nuevos modificadores de mapa aleatorios. La cantidad de modificadores no cambia.;将所有地图修改器，用新的随机修改器取代。修改器的数量保持不变。;すべてのマップモディファイアを、新しいランダムマップモディファイアに置き換えます。モディファイアの量は変わりません。;모든 지도 수정자를 새로운 무작위 지도 수정자로 교체합니다. 수정자의 수는 변경되지 않습니다.;Substituir todos os modificadores de mapas por novos modificadores de mapas aleatórios. A quantidade de modificadores permanece inalterada.;Zastąpiono wszystkie modyfikatory mapy nowymi losowymi modyfikatorami mapy. Ilość modyfikatorów pozostaje bez zmian.;Замените все модификаторы карт на новые случайные модификаторы карт. Количество модификаторов остается неизменным.;Tüm harita değiştiricileri yeni rastgele harita değiştiricileriyle değiştirin. Değiştiricilerin miktarı değişmeden kalır.;Замінити всі модифікатори мапи на нові випадкові модифікатори мапи. Кількість модифікаторів залишається незмінною.
SHARD_MAP_MOD_REROLL;Shard of Variance;Scherbe der Varianz;Fragment de Variance;Frammento della Varianza;Fragmento de Varianza;变异碎片;変異の欠片;변이의 파편;Fragmento de Variação;Odłamek Zmienności;Осколок Изменения;Varyans Parçası;Осколок варіації
SHARD_MAP_MOD_REROLL_DESC;Rerolls a random single map modifier into a random new modifier.;Wandelt einen zufälligen einzelnen Map Modifikator in einen zufälligen neuen Modifikator um.;Remplace un modificateur de carte aléatoire par un nouveau aléatoire.;Cambia casualmente un singolo modificatore della mappa in uno nuovo.;Cambia al azar un único modificador del mapa por uno nuevo.;随机重铸一个地图词缀为新词缀。;ランダムなマップ効果を別のランダム効果に再抽選する。;무작위 지도 옵션 하나를 새 무작위 옵션으로 변경합니다.;Rerrola um modificador de mapa aleatório para outro novo.;Przerzuca losowy pojedynczy modyfikator mapy na nowy.;Перебрасывает случайный модификатор карты на новый.;Rastgele bir harita modunu yeni bir mod ile değiştirir.;Перегортає випадковий модифікатор карти на новий.
SHARD_MAP_MOD_SWAP;Shard Of Transformation;Scherbe der Transformation;Éclat de transformation;Frammento di trasformazione;Fragmento de transformación;转换碎片;トランスフォームの欠片;변형의 파편;Fragmento de Transformação;Odłamek transformacji;Осколок превращения;Dönüşüm Parçası;Уламок трансформації
SHARD_MAP_MOD_SWAP_DESC;Transform a map into a new random map.;Verwandelt eine Map in eine neue, zufällige Map.;Transforme une carte en une nouvelle carte aléatoire.;Trasforma una mappa in una nuova mappa casuale.;Transforma un mapa en un nuevo mapa aleatorio.;将一个地图，转换成一个新的随机地图。;マップを新しいランダムなマップに変換する。;맵을 새로운 무작위 맵으로 변환합니다.;Transformar um mapa em um novo mapa aleatório.;Przekształca mapę w nową mapę losową.;Преобразование карты в новую случайную карту.;Bir haritayı yeni bir rastgele haritaya dönüştürün.;Перетворює карту на нову випадкову карту.
SHARD_MAP_MOD_ADD;Shard Of Augmentation;Scherbe der Erweiterung;Eclat d'augmentation;Frammento di potenziamento;Fragmento de aumento;增数碎片;オーグメンテーションの欠片（Shard Of Augmentation;증강의 파편;Fragmento de aumento;Odłamek rozszerzenia;Осколок усиления;Büyütme Parçası;Осколок доповнення
SHARD_MAP_MOD_ADD_DESC;Adds a new random modifier to the map.;Fügt der Map einen neuen Zufallsmodifikator hinzu.;Ajoute un nouveau modificateur aléatoire à la carte.;Aggiunge un nuovo modificatore casuale alla mappa.;Añade un nuevo modificador aleatorio al mapa.;在地图上增加一个新的随机修改器。;マップに新しいランダムモディファイアを追加します。;맵에 새로운 무작위 모디파이어를 추가합니다.;Acrescenta um novo modificador aleatório ao mapa.;Dodaje nowy losowy modyfikator do mapy.;Добавляет новый случайный модификатор на карту.;Haritaya yeni bir rastgele değiştirici ekler.;Додає новий випадковий модифікатор до мапи.
SHARD_MAP_MOD_EMPOWER;Shard of Enhancement;Scherbe der Veredelung;Eclat d'amélioration;Frammento di potenziamento;Fragmento de mejora;强化碎片;強化の破片（Shard of Enhancement;강화의 파편;Fragmento de melhoria;Odłamek ulepszenia;Осколок усиления;Güçlendirme Parçası;Осколок покращення
SHARD_MAP_MOD_EMPOWER_DESC;Add enhancement modificator to the map. Enhances all map modifiers by 30% and all reward modifiers by 20%.;Fügt der Map einen Verbesserungsmodifikator hinzu. Erhöht alle Map Modifikatoren um 30% und alle Belohnungsmodifikatoren um 20%.;Ajoute un modificateur d'amélioration à la carte. Améliore tous les modificateurs de carte de 30% et tous les modificateurs de récompense de 20%.;Aggiunge un modificatore di potenziamento alla mappa. Migliora tutti i modificatori della mappa del 30% e tutti i modificatori della ricompensa del 20%.;Añade un modificador de mejora al mapa. Mejora todos los modificadores del mapa en un 30% y todos los modificadores de recompensa en un 20%.;在地图上增加一个强化修改器。强化所有地图修改器30%，强化所有奖励修改器20%。;マップに強化モディフィケーターを追加する。すべてのマップモディファイアを30％、すべての報酬モディファイアを20％強化する。;맵에 강화 수식어를 추가합니다. 모든 지도 수정자를 30%, 모든 보상 수정자를 20% 강화합니다.;Adicionar modificador de melhoramento ao mapa. Melhora todos os modificadores de mapa em 30% e todos os modificadores de recompensa em 20%.;Dodaje modyfikator ulepszeń do mapy. Zwiększa wszystkie modyfikatory mapy o 30% i wszystkie modyfikatory nagród o 20%.;Добавляет модификатор улучшений на карту. Улучшает все модификаторы карты на 30% и все модификаторы награды на 20%.;Haritaya geliştirme değiştiricisi ekleyin. Tüm harita değiştiricilerini %30 ve tüm ödül değiştiricilerini %20 geliştirir.;Додає модифікатор покращення до мапи. Збільшує всі модифікатори карти на 30% і всі модифікатори нагород на 20%.
SHARD_MAP_MOD_WEAKEN;Shard of Mitigation;Scherbe der Milderung;Eclat d'atténuation;Frammento di attenuazione;Fragmento de mitigación;弱化碎片;軽減の欠片;완화 파편;Fragmento de Mitigação;Odłamek łagodzący;Осколок смягчения;Hafifletme Parçası;Осколок пом'якшення
SHARD_MAP_MOD_WEAKEN_DESC;Add mitigation modificator to the map. Weakens all map modifiers by -20% and all reward modifiers by -30%.;Fügt der Map einen Abschwächungsmodifikator hinzu. Schwächt alle Map Modifikatoren um -20% und alle Belohnungsmodifikatoren um -30%.;Ajoute un modificateur d'atténuation à la carte. Affaiblit tous les modificateurs de carte de -20% et tous les modificateurs de récompense de -30%.;Aggiunge un modificatore di mitigazione alla mappa. Indebolisce tutti i modificatori della mappa di -20% e tutti i modificatori della ricompensa di -30%.;Añade un modificador de mitigación al mapa. Debilita todos los modificadores del mapa en un -20% y todos los modificadores de recompensa en un -30%.;在地图上增加一个弱化修改器。弱化所有地图修改器20%，弱化所有奖励修改器30%。;マップに緩和効果を追加する。すべてのマップモディファイアを-20%、すべての報酬モディファイアを-30%弱体化させる。;지도에 완화 수정자를 추가합니다. 모든 지도 수정자를 -20%, 모든 보상 수정자를 -30% 약화시킵니다.;Acrescentar modificador de atenuação ao mapa. Enfraquece todos os modificadores do mapa em -20% e todos os modificadores de recompensa em -30%.;Dodaje modyfikator łagodzący do mapy. Osłabia wszystkie modyfikatory mapy o -20% i wszystkie modyfikatory nagród o -30%.;Добавляет модификатор смягчения на карту. Ослабляет все модификаторы карты на -20% и все модификаторы награды на -30%.;Haritaya hafifletme değiştiricisi ekleyin. Tüm harita değiştiricilerini -%20 ve tüm ödül değiştiricilerini -%30 oranında zayıflatır.;Додає на карту модифікатор послаблення. Послаблює всі модифікатори карти на -20% і всі модифікатори нагород на -30%.
MAP_MOD_EMPOWER;Empower;Verstärken;Renforcer;Amplificare;Amplifique;强力;エンパワー;엠파워;Enfraquece;Wzmocnienie;Расширение возможностей;Güçlendirmek;Надавати повноваження
MAP_MOD_ROOTED;Rooted;Verwurzelt;Enraciné;Radicato;Enraizado;生根;ルーツ;루팅;Raízes;Zakorzeniony;Rooted;Köklü;Укорінювати
MAP_MOD_WEAKEN;Weaken;Schwächen;Affaiblir;Indebolire;Debilitar;虚弱;弱める;약화;Weaken;Osłabienie;Ослабить;Zayıflatmak;Послаблювати
MAP_MOD_ENLARGE;Enlarge;Vergrößern;Agrandir;Ingrandire;Ampliar;巨大;拡大;확대;Ampliar;Powiększ;Увеличить;Büyüt;Збільшити
MAP_MOD_ARMORED;Armored;Gepanzert;Blindé;Corazzato;Blindado;厚甲;アーマード;Armored;Blindado;Opancerzony;Бронированный;Zırhlı;Броньований
MAP_MOD_TIMEWARP;Timewarp;Timewarp;Timewarp;Timewarp;Timewarp;迅捷;タイムワープ;타임워프;Timewarp;Timewarp;Timewarp;Timewarp;Викривлення часу
MAP_MOD_ENGULF;Engulf;Verschlingen;Engulf;Inghiottire;Engullir;贪婪;巻き込み;Engulf;Engulf;Engulf;Engulf;Yutmak;Поглинути
MAP_MOD_TREACHEROUS;Treacherous;Verräterisch;Traîtres;Traditore;Traicionero;狡诈;裏切り;배신자;Traiçoeiro;Zdradziecki;Коварный;Hain;Підступний
MAP_MOD_INTENSIFY;Intensify;Intensivieren;Intensifier;Intensificare;Intensificar;剧烈;強化する;Intensify;Intensificar;Intensyfikacja;Усилить;Yoğunlaştırmak;Інтенсифікувати
MAP_MOD_VENGEFUL;Vengeful;Rachsüchtig;Vengeur;Vendicativo;Venganza;恶毒;復讐に燃える;Vengeful;Vengeful;Mściwy;Мстительный;İntikamcı;Мстивий
MAP_MOD_LEADER;Leader;Anführer;Leader;Leader;Líder;霸主;リーダー;리더;Líder;Lider;Лидер;Lider;Лідер
MAP_MOD_ASCEND;Ascend;Aufstieg;Ascendance;Ascendere;Ascend;飞升;昇天;승천;Ascender;Ascend;Ascend;Yükseliş;Підніматися
MAP_MOD_EPIC_AIR;Air Crescents;Luftsicheln;Croissants d'air;Cresciti d'aria;Círculos de aire;空中弯曲;空気のクレセント;공기 초승달;Crescentes de ar;Powietrzne półksiężyce;Воздушные полумесяцы;Hava Yarımayları;Повітряні півмісяці
MAP_MOD_EPIC_EARTH_BOULDER;Earth Boulders;Erdblöcke;Rochers de terre;Massi di terra;Rocas de tierra;地球巨石;地球の大岩;대지의 바위;Pedras da Terra;Kamienne głazy;Каменные валуны;Toprak Kayaşları;Земні валуни
MAP_MOD_EPIC_EXPLODE;Fiery Detonation;Feurige Detonation;Détonation enflammée;Detonazione infuocata;Detonación ardiente;火爆爆炸;火の爆発;불의 폭발;Explosão Ardente;Ogniowa detonacja;Огненное взрыв;Ateşli Patlama;Вогняна детонація
MAP_MOD_EPIC_LIGHT_BEAM;Light Spear;Lichtspeer;Lance de lumière;Lancia di luce;Lanza de luz;光之矛;光の槍;빛의 창;Lança de Luz;Włócznia Światła;Световое копье;Işık Mızrağı;Світловий Спис
MAP_MOD_EPIC_LIGHT_RAY;Light Vortex;Lichtvortex;Vortex lumineux;Vortice di luce;Vórtice de luz;光漩涡;光の渦;빛의 소용돌이;Vórtice de Luz;Wir vorteksu światła;Световой вихрь;Işık Dönmesi;Світловий вихор
MAP_MOD_EPIC_PROJECTILE;Piercing Bolts;Durchdringende Bolzen;Projectiles perçants;Dardi perforanti;Proyectiles penetrantes;穿透箭矢;貫通弾;관통 화살;Projéteis Penetrantes;Przebijające strzały;Проникающие болты;Delici Oklar;Пронизливі болти
MAP_MOD_EPIC_ARROWSTORM;Arrowstorm;Pfeilsturm;Tempête de flèches;Tempesta di frecce;Tormenta de flechas;箭雨;矢の嵐;화살 폭풍;Tempestade de flechas;Burza strzał;Град стрел;Ok Yağmuru;Буря зі стріл
