id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
SUNFIRE_SCEPTRE;Sunfire Sceptre;Sonnenfeuer-Zepter;Sceptre de feu de soleil;Scettro del Fuoco del Sole;Cetro Fuego Solar;日火权杖;サンファイア・セプター;태양의 홀;Cetro do Fogo Solar;Berło Ognia Słonecznego;Скипетр солнечного огня;Sunfire Sceptre;Скіпетр сонячного вогню
SUNFIRE_SCEPTRE_DESC;Spawns an orbiting projectile each second without attacking. If carrying Gloomtide gain 1 additonal orbiting melee blade. Both trigger all projectile/melee effects.;Bringt jede Sekunde ein kreisendes Projektil hervor, ohne anzugreifen. Wenn du Dämmerflut trägst, erhältst du 1 zusätzliche kreisende Nahkampfklinge. Beide lösen alle Projektil-/Nahkampfeffekte aus.;Provoque un projectile en orbite chaque seconde sans attaquer. Si vous portez Gloomtide, vous gagnez 1 lame de mêlée orbitale supplémentaire. Les deux déclenchent tous les effets de projectile et de mêlée.;Suscita un proiettile orbitante ogni secondo senza attaccare. Se porta Gloomtide, guadagna 1 lama da mischia orbitante aggiuntiva. Entrambi attivano tutti gli effetti di proiettile/melee.;Genera un proyectil orbital cada segundo sin atacar. Si llevas Gloomtide, obtienes 1 cuchilla orbital adicional. Ambas activan todos los efectos de proyectil y cuerpo a cuerpo.;在不攻击的情况下，每秒产生一个轨道弹。如果携带 “阴暗潮汐”，则会获得 1 个额外的轨道近战刀片。两者都会触发所有的射弹/近战效果。;攻撃しなくても毎秒周囲に弾を1つ発射する。Gloomtideを所持している場合、追加で軌道近接ブレードを1つ獲得する。どちらも全ての投擲/近接効果を発動する。;공격하지 않고 매초 궤도를 도는 투사체를 생성합니다. 어둠타이드가 있으면 궤도를 도는 근접 칼날이 1개 추가됩니다. 둘 다 모든 투사체/접근무기 효과를 발동시킵니다.;Cria um projétil orbital a cada segundo sem atacar. Se transportar Gloomtide ganha 1 lâmina orbital corpo a corpo adicional. Ambas activam todos os efeitos de projétil/corpo a corpo a corpo.;Tworzy orbitujący pocisk co sekundę bez atakowania. Jeśli masz przy sobie Gloomtide, zyskujesz 1 dodatkowe orbitujące ostrze do walki wręcz. Oba wyzwalają wszystkie efekty pocisków i walki wręcz.;Каждую секунду без атаки порождает орбитальный снаряд. При ношении Gloomtide вы получаете 1 дополнительное орбитальное лезвие ближнего боя. Оба срабатывают все эффекты от снарядов и ближнего боя.;Saldırmadan her saniye yörüngede dönen bir mermi fırlatır. Gloomtide taşıyorsanız 1 adet ek yörüngeli yakın dövüş bıçağı kazanırsınız. Her ikisi de tüm mermi/yakın dövüş etkilerini tetikler.;Щосекунди без атаки породжує орбітальний снаряд. Якщо у вас є Gloomtide, ви отримуєте 1 додатковий орбітальний клинок для ближнього бою. Обидва активують всі ефекти від снарядів і ближнього бою.
GLOOMTIDE;Gloomtide;Dämmerflut;Gloomtide;Gloomtide;Gloomtide;阴暗潮汐;グロムタイド;글룸타이드;Gloomtide;Gloomtide;Gloomtide;Gloomtide;Gloomtide
GLOOMTIDE_DESC;Spawns two orbiting melee blades each 2 seconds without attacking. If carrying Sunfire Sceptre gain 1 additonal orbiting projectile. Both trigger all projectile/melee effects.;Bringt alle 2 Sekunden 2 kreisende Nahkampfklingen hervor, ohne anzugreifen. Wenn du das Sonnenfeuer-Zepter trägst, erhältst du 1 zusätzliches kreisendes Projektil. Beide lösen alle Projektil-/Nahkampfeffekte aus.;Provoque deux lames de mêlée orbitales toutes les 2 secondes sans attaquer. Si vous portez le sceptre de feu de soleil, vous gagnez 1 projectile orbital supplémentaire. Les deux projectiles déclenchent tous les effets de projectile et de mêlée.;Genera due lame da mischia orbitanti ogni 2 secondi senza attaccare. Se si porta lo Scettro del Fuoco del Sole, si ottiene un ulteriore proiettile orbitante. Entrambi attivano tutti gli effetti dei proiettili/melee.;Genera dos cuchillas en órbita cuerpo a cuerpo cada 2 segundos sin atacar. Si llevas el Cetro Fuego Solar, obtienes 1 proyectil orbital adicional. Ambos activan todos los efectos de proyectil y cuerpo a cuerpo.;在不攻击的情况下，每 2 秒产生两枚轨道近战弹片。如果携带日火权杖，会获得 1 个额外的轨道射弹。两者都会触发所有射弹/近战效果。;攻撃せずに2秒毎に2つの近接ブレードを生成する。Sunfire Sceptreを所持している場合、追加で1つの軌道を描く弾を獲得する。どちらも全ての投擲/近接効果を発動する。;공격하지 않고 2초마다 궤도를 도는 근접 검을 두 개씩 생성합니다. 태양불 홀을 들고 있으면 추가적으로 궤도 투사체 1개를 얻습니다. 둘 다 모든 투사체/근접 공격 효과를 발동시킵니다.;Cria duas lâminas orbitais a cada 2 segundos sem atacar. Se tiver o Sunfire Sceptre ganha 1 projétil orbital adicional. Ambos activam todos os efeitos de projétil/corpo a corpo a corpo.;Tworzy dwa orbitujące ostrza do walki wręcz co 2 sek. bez atakowania. Jeśli masz przy sobie Berło Ognia Słońca, zyskujesz 1 dodatkowy pocisk orbitalny. Oba aktywują wszystkie efekty pocisków/ostrzy do walki wręcz.;Порождает два орбитальных клинка ближнего боя каждые 2 секунды без атаки. Если вы носите скипетр Солнечного огня, то получаете 1 дополнительный орбитальный снаряд. Оба они вызывают все эффекты от снарядов/средств ближнего боя.;Saldırmadan her 2 saniyede bir yörüngede dönen iki yakın dövüş bıçağı fırlatır. Güneş Ateşi Asası taşıyorsanız 1 adet ek yörüngeli mermi kazanırsınız. Her ikisi de tüm mermi/yakın dövüş etkilerini tetikler.;Народжує два орбітальних клинка ближнього бою, що обертаються кожні 2 секунди без атаки. Якщо у вас є Скіпетр Сонячного Вогню, ви отримуєте 1 додатковий орбітальний снаряд. Обидва викликають всі ефекти від снарядів і ближнього бою.
BUZZ_HARBINGER;Buzz Harbinger;Summender Vorbote;Buzz Harbinger;Buzz Harbinger;Buzz Harbinger;巴斯先知;バズ・ハービンジャー;버즈 하빈저;Buzz Harbinger;Buzz Harbinger;Предвестник Базза;Buzz Harbinger;Провісник кайфу
BUZZ_HARBINGER_DESC;Instead of projectiles each attack spawns bumble bee companions that move like your projectiles and scale with companion damage. 30% chance on enemy death to spawn a bumble bee companion for 6 seconds.;Anstelle von Projektilen spawnen bei jedem Angriff Hummel-Gefährten, die sich wie deine Projektile bewegen und mit dem Gefährten-Schaden skalieren. 30% Chance beim Tod des Gegners einen Hummel-Gefährten für 6s zu spawnen.;Au lieu de projectiles, chaque attaque fait apparaître des compagnons bourdons qui se déplacent comme vos projectiles et dont les dégâts sont proportionnels à ceux du compagnon. 30% de chances de faire apparaître un compagnon bourdon à la mort de l'ennemi pendant 6 secondes.;Invece dei proiettili, ogni attacco genera compagni bombi che si muovono come i proiettili e scalano con i danni dei compagni. Il 30% di possibilità di generare un compagno bombo alla morte del nemico per 6 secondi.;En lugar de proyectiles, cada ataque engendra compañeros abejorro que se mueven como tus proyectiles y aumentan con el daño del compañero. 30% de probabilidad de que al morir el enemigo aparezca un compañero abejorro durante 6 segundos.;每次攻击都会产生大黄蜂同伴，它们的移动方式与你的投射物相同，并与同伴的伤害成比例。敌人死亡时有 30% 的几率生成大黄蜂同伴，持续 6 秒。;各攻撃は投擲物の代わりにバンブルビーコンパニオンを産み出す。敵が死亡すると30%の確率で6秒間バンブルビーコンパニオンをスポーンする。;공격할 때마다 투사체 대신 투사체처럼 움직이며 동료 공격력에 따라 피해를 입히는 호박벌 동료를 생성합니다. 적 사망 시 30% 확률로 6초 동안 호박벌 동료를 생성합니다.;Em vez de projécteis, cada ataque gera abelhas companheiras que se movem como os teus projécteis e aumentam com o dano do companheiro. 30% de chance na morte de um inimigo de gerar uma abelha companheira por 6 segundos.;Zamiast pocisków każdy atak przywołuje towarzyszy trzmieli, którzy poruszają się jak pociski i skalują się wraz z obrażeniami zadawanymi przez towarzyszy. 30% szans na przywołanie towarzysza trzmiela na 6 sek. po śmierci wroga.;Вместо снарядов каждая атака порождает пчел-компаньонов, которые двигаются как ваши снаряды и увеличивают урон, наносимый компаньонами. С вероятностью 30% при смерти врага на 6 секунд порождается шмель-компаньон.;Her saldırı, mermiler yerine mermileriniz gibi hareket eden ve yoldaş hasarıyla ölçeklenen yaban arısı yoldaşları ortaya çıkarır. Düşman öldüğünde %30 şansla 6 saniye boyunca bir yaban arısı yoldaşı ortaya çıkar.;Замість снарядів кожна атака породжує джмелів-компаньйонів, які рухаються, як ваші снаряди, і отримують шкоду, як і джмелі-компаньйони. 30% шанс на смерть ворога, який народжує джмеля-компаньйона на 6 секунд.
ABYSSAL_HUNGER;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Abyssal Hunger;Безодня голоду
ABYSSAL_HUNGER_DESC;Defeated enemies charge up this weapon and increase the weapon damage as it evolves. Getting hit will remove 25% of weapon charges.;Besiegte Gegner laden diese Waffe auf und erhöhen den Waffenschaden, während sie sich weiterentwickelt. Wenn du getroffen wirst, werden 25% der Waffenladungen entfernt.;Les ennemis vaincus chargent cette arme et augmentent les dégâts de l'arme au fur et à mesure de son évolution. Le fait d'être touché supprime 25% des charges de l'arme.;I nemici sconfitti ricaricano quest'arma e aumentano i danni dell'arma man mano che si evolve. Essere colpiti rimuove il 25% delle cariche dell'arma.;Los enemigos derrotados cargan esta arma y aumentan su daño a medida que evoluciona. Si te golpean, se eliminará el 25% de la carga del arma.;击败的敌人会为该武器充能，并在进化过程中增加武器伤害。被击中将移除 25% 的武器充能。;敵を倒すとこの武器がチャージされ、進化すると武器ダメージが増加する。命中するとチャージ量の25%が減少する。;쓰러진 적은 이 무기를 충전하고 진화하면서 무기 공격력이 증가합니다. 적중하면 무기 충전량이 25% 제거됩니다.;Inimigos derrotados carregam esta arma e aumentam o seu dano à medida que evolui. Ser atingido remove 25% da carga da arma.;Pokonani wrogowie ładują tę broń i zwiększają zadawane przez nią obrażenia w miarę jej rozwoju. Trafienie usuwa 25% ładunków broni.;Побежденные враги заряжают это оружие и увеличивают его урон по мере развития. Попадание в цель снимет 25 % зарядов оружия.;Yenilen düşmanlar bu silahı şarj eder ve geliştikçe silah hasarını artırır. Vurulmak silah şarjının %25'ini siler.;Переможені вороги заряджають цю зброю і збільшують шкоду від неї в міру її розвитку. При попаданні знімається 25% заряду зброї.
WILDFIRES_WRATH;Wildfire's Wrath;Zorn des Wildfeuers;Colère du feu sauvage;Ira del Fuoco Selvaggio;;野火之怒;ワイルドファイアの怒り;산불의 분노;Ira do Fogo Selvagem;Gniew Dzikiego Ognia;Гнев дикого огня;Wildfire'ın Gazabı;Лють дикого вогню
WILDFIRES_WRATH_DESC;Defeated enemies charge up this weapon and add additional projectiles as it evolves. Getting hit will remove 25% of weapon charges.;Besiegte Gegner laden diese Waffe auf und fügen zusätzliche Projektile hinzu, wenn sie sich weiterentwickelt. Wenn du getroffen wirst, werden 25% der Waffenladungen entfernt.;Les ennemis vaincus chargent cette arme et lui ajoutent des projectiles au fur et à mesure qu'elle évolue. Le fait d'être touché supprime 25 % des charges de l'arme.;I nemici sconfitti ricaricano quest'arma e aggiungono altri proiettili man mano che si evolve. Essere colpiti rimuove il 25% della carica dell'arma.;Los enemigos derrotados cargan esta arma y añaden proyectiles adicionales a medida que evoluciona. Recibir un impacto elimina el 25% de las cargas del arma.;被击败的敌人会为这把武器充能，并在进化过程中增加额外的射弹。被击中将消耗 25% 的武器充能。;倒した敵はこの武器にチャージされ、進化するにつれて弾が追加される。攻撃を受けるとチャージ量の25％が失われる。;쓰러진 적은 이 무기를 충전하고 진화하면서 투사체를 추가합니다. 적중하면 무기 충전량이 25% 감소합니다.;Inimigos derrotados carregam esta arma e adicionam projécteis adicionais à medida que ela evolui. Ser atingido remove 25% da carga da arma.;Pokonani wrogowie ładują tę broń i dodają dodatkowe pociski w miarę jej ewolucji. Trafienie usuwa 25% ładunków broni.;Побежденные враги заряжают это оружие и добавляют дополнительные снаряды по мере его развития. Попадание в цель снимает 25% заряда оружия.;Yenilen düşmanlar bu silahı şarj eder ve geliştikçe ek mermiler ekler. Vurulmak silah şarjının %25'ini siler.;Переможені вороги заряджають цю зброю і додають додаткові снаряди, коли вона розвивається. Влучання знімає 25% заряду зброї.
EMBERFORGE;Emberforge;Glutschmiede;Forge de braise;Forgia d'ambra;Emberforge;微光锻造;エンバーフォージ;잿불 단조;Forja de Brasas;Emberforge;Emberforge;Emberforge;Вогняна кузня
EMBERFORGE_DESC;Enemy hits have a 10% chance to spawn a cyclone hammer that deals your melee damage triggers all your melee on hit effects. Size scales with your AoE size.;Gegnerische Treffer haben eine Chance von 10%, einen Zyklonhammer zu spawnen, der deinen Nahkampfschaden verursacht und alle deine Nahkampfeffekte bei Treffer auslöst. Die Größe skaliert mit deiner AoE-Größe.;Les coups ennemis ont 10% de chances d'engendrer un marteau cyclonique qui inflige vos dégâts de mêlée et déclenche tous vos effets de mêlée sur coup. La taille de ce marteau est égale à la taille de votre zone d'effet.;I colpi nemici hanno una probabilità del 10% di generare un martello ciclone che infligge danni in mischia e innesca tutti gli effetti di attacco in mischia. La dimensione varia in base alla dimensione dell'AoE.;Los golpes enemigos tienen un 10% de probabilidad de generar un martillo ciclón que inflige tu daño cuerpo a cuerpo y activa todos tus efectos cuerpo a cuerpo al golpear. El tamaño aumenta con el tamaño de tu AoE.;命中敌人时有 10% 的几率产生一个旋风锤，造成你的近战伤害并触发你所有的近战命中效果。大小与你的 AoE 大小成比例。;敵に命中すると10%の確率でサイクロンハンマーが発生し、あなたの近接ダメージを与え、あなたの近接命中効果を全て発動させる。サイズはAoEのサイズに比例する。;적에게 적중하면 10%의 확률로 모든 근접 피해를 입히는 사이클론 망치를 생성하여 적중 시 모든 근접 효과를 발동시킵니다. 범위 효과 크기에 따라 크기가 조정됩니다.;Os golpes inimigos têm 10% de hipóteses de gerar um martelo ciclone que causa o teu dano corpo a corpo e ativa todos os teus efeitos corpo a corpo ao atingir. O tamanho é proporcional ao tamanho da tua área de ação.;Wrogie trafienia mają 10% szans na przywołanie młota cyklonowego, który zadaje obrażenia od walki wręcz i uruchamia wszystkie efekty walki wręcz przy trafieniu. Rozmiar skaluje się wraz z zasięgiem obszarowym.;При попадании в противника с вероятностью 10% порождается циклонный молот, который наносит вам урон в ближнем бою и вызывает все ваши эффекты при попадании. Размер зависит от размера вашего АоЕ.;Düşman vuruşlarının, yakın dövüş hasarınızı veren ve vuruşta tüm yakın dövüş etkilerinizi tetikleyen bir siklon çekici ortaya çıkarma şansı %10'dur. Boyut, etki alanı boyutunuzla ölçeklenir.;При попаданні в супротивника з 10% ймовірністю породжує циклонний молот, який завдає вам шкоди в ближньому бою і викликає всі ваші ефекти ближнього бою при попаданні. Розмір залежить від вашого розміру AoE.
THUNDERFORGE;Thunderforge;Donnerschmiede;Thunderforge;Forgia del tuono;Forja del trueno;雷霆堡;サンダーフォージ;천둥 단조;Forja do Trovão;Kuźnia Piorunów;Thunderforge;Thunderforge;Громова кузня
THUNDERFORGE_DESC;20% chance on hit to spawn a lightning strike. Damage scaling with your melee damage. Size scales with AoE size.;20% Chance, bei Treffer einen Blitzschlag zu erzeugen. Der Schaden skaliert mit deinem Nahkampfschaden. Die Größe skaliert mit der AoE-Größe.;20% de chances de créer un éclair sur un coup. Les dégâts sont proportionnels à vos dégâts de mêlée. La taille correspond à la taille de l'AoE.;20% di probabilità di generare un fulmine. I danni scalano con i danni in mischia. La dimensione scala con la dimensione dell'AoE.;20% de probabilidad de generar un rayo al golpear. Escala de daño con tu daño cuerpo a cuerpo. El tamaño varía según el tamaño del AoE.;命中时有 20% 的几率触发雷击。伤害随近战伤害缩放。大小随 AoE 大小缩放。;ヒット時に20%の確率で落雷を発生させる。ダメージは近接攻撃のダメージに比例する。サイズはAoEのサイズに比例する。;적중 시 20% 확률로 번개를 생성합니다. 근접 공격력에 따라 피해량이 증가합니다. 광역 공격의 크기에 따라 크기가 증가합니다.;20% de chance de gerar um relâmpago ao ser atingido. O dano é proporcional ao seu dano corpo a corpo. O tamanho é proporcional ao tamanho da AoE.;20% szans na wywołanie błyskawicy przy trafieniu. Skalowanie obrażeń wraz z obrażeniami zadawanymi w walce wręcz. Rozmiar skaluje się z rozmiarem obszaru działania.;20% шанс при попадании породить удар молнии. Урон зависит от вашего урона в ближнем бою. Размер зависит от размера АоЕ.;20 isabet şansı ile yıldırım çarpması yaratır. Hasar, yakın dövüş hasarınızla ölçeklenir. Boyut AoE boyutu ile ölçeklenir.;20% шанс при попаданні викликати удар блискавки. Масштабування шкоди від ближнього бою. Розмір масштабується з розміром AoE.
ELDER_BRANCH;Elder Branch;Ältestenzweig;Branche de sureau;Ramo di sambuco;Rama de anciano;长老枝;エルダーブランチ;장로 가지;Ramo Ancião;Starsza Gałąź;Бузинная ветвь;Yaşlı Dal;Гілка бузини
ELDER_BRANCH_DESC;20% chance on enemy hit to spawn a light discharge into a random direction. Scaling with your projectile damage. Scales with AoE size.;20% Chance, bei gegnerischen Treffern eine Lichtentladung in eine zufällige Richtung zu erzeugen. Skaliert mit deinem Projektilschaden. Skaliert mit der AoE-Größe.;20% de chances sur les coups ennemis de produire une décharge de lumière dans une direction aléatoire. Les dégâts sont proportionnels à vos dégâts de projectiles. S'adapte à la taille de l'AoE.;20% di probabilità di generare una scarica di luce in una direzione casuale dopo un colpo nemico. Scala con i danni da proiettile. Scala con la dimensione AoE.;20% de probabilidad de que al golpear a un enemigo emita una descarga de luz en una dirección aleatoria. Escala con tu daño de proyectil. Escala con el tamaño de AoE.;命中敌人时有 20% 的几率向随机方向发射光线。伤害与投射伤害成比例。随 AoE 大小缩放。;敵に命中した際に20%の確率でランダムな方向に放電を発生させる。自分の投擲ダメージに比例する。AoEの大きさに比例する。;적중 시 20%의 확률로 무작위 방향으로 빛이 방출됩니다. 투사체 피해량에 따라 증가합니다. 범위 효과 크기에 따라 크기가 증가합니다.;20% de chance de gerar uma descarga de luz em uma direção aleatória ao atingir um inimigo. Escala com o seu dano de projétil. Escala com o tamanho da área de efeito.;20% szans na wywołanie wyładowania świetlnego w losowym kierunku przy trafieniu wroga. Skalowanie z obrażeniami od pocisków. Skaluje się wraz z zasięgiem obszarowym.;С вероятностью 20% при попадании в противника порождает световой разряд в случайном направлении. Масштабируется с вашим уроном от снарядов. Размер зависит от размера АоЕ.;Düşman vuruşunda %20 şansla rastgele bir yöne doğru ışık boşalması. Mermi hasarınızla ölçeklenir. Etki alanı boyutuyla ölçeklenir.;20% шанс при попаданні в супротивника породити світловий розряд у випадковому напрямку. Масштабується відповідно до вашої шкоди від снарядів. Масштаб залежить від розміру АоЕ.
LIGHT_PIERCER;Light Piercer;Lichtdurchbohrer;Perceur de lumière;Trafiggitore di luce;Perforador de luz;光之穿刺者;Light Piercer;빛의 피어서;Perfurador de Luz;Przebijacz Światła;Пронзитель света;Işık Delici;Світловий пронизувач
LIGHT_PIERCER_DESC;25% chance on hit to apply burning conditions to enemies. Burning damage scales with your condition damage.;25% Chance, bei Treffer einen brennenden Zustand auf Gegner anzuwenden. Der Verbrennungsschaden skaliert mit deinem Zustandsschaden.;25% de chances sur un coup d'appliquer des conditions brûlantes à l'ennemi. Les dégâts de brûlure sont proportionnels aux dégâts de votre condition.;25% di possibilità di applicare condizioni brucianti ai nemici. Il danno da bruciatura varia in base al danno da condizione.;25% de probabilidad de aplicar condiciones de quemadura a los enemigos al golpear. El daño de quemadura varía con tu daño de condición.;命中敌人时有 25% 的几率对其施加燃烧状态。灼烧伤害与条件伤害成比例。;敵に命中時25%の確率で燃焼状態を付与する。燃焼ダメージはコンディションダメージに比例する。;적중 시 25% 확률로 적에게 화상 상태를 부여합니다. 화상 피해는 상태 이상 피해에 따라 증가합니다.;25% de chance ao acertar para aplicar condições de queimadura nos inimigos. O dano de queimadura é proporcional ao seu dano de condição.;25% szans przy trafieniu na zastosowanie płonących warunków na wrogach. Obrażenia od podpalenia skalują się wraz z obrażeniami od kondycji.;25% при попадании накладывает на противника условия горения. Урон от жжения зависит от вашего урона от условий.;25 isabetle düşmanlara yanma koşulları uygular. Yanma hasarı, durum hasarınızla ölçeklenir.;25% при попаданні в ворога, що викликає у нього стан опіку. Пекуча шкода масштабується з вашою шкодою від стану.
TOME_OF_KNOWLEDGE;Tome of Knowledge;Foliant des Wissens;Tome du savoir;Tomo della conoscenza;Tomo del conocimiento;知识宝典;知識の書;지식의 고서;Tomo do Conhecimento;Tome of Knowledge;Том знаний;Bilgi Taşı;Томик знань
TOME_OF_KNOWLEDGE_DESC;Shoot an additional projectile in a random direction.;Schießt ein zusätzliches Projektil in eine zufällige Richtung.;Tire un projectile supplémentaire dans une direction aléatoire.;Spara un proiettile aggiuntivo in una direzione casuale.;Dispara un proyectil adicional en una dirección aleatoria.;向随机方向发射一枚额外的弹丸。;ランダムな方向に追加の弾を発射する。;무작위 방향으로 추가 투사체를 발사합니다.;Dispara um projétil adicional numa direção aleatória.;Wystrzeliwuje dodatkowy pocisk w losowym kierunku.;Выстреливает дополнительный снаряд в случайном направлении.;Rastgele bir yönde ek bir mermi fırlatır.;Вистрілити додатковим снарядом у випадковому напрямку.
SEALBREAKER;Sealbreaker;Siegelbrecher;Brise-sceaux;Rompi sigilli;Rompefocas;破封者;シールブレイカー;봉인 파괴자;Quebra-selo;Łamacz Pieczęci;Sealbreaker;Mühür Kırıcı;Зламувач печаток
SEALBREAKER_DESC;Weapon hits have a 25% chance to trigger a magic explosion. Damage scales with your projectile damage. Size scales with your AoE size.;Waffen-Treffer haben eine Chance von 25%, eine magische Explosion auszulösen. Der Schaden skaliert mit deinem Projektilschaden. Die Größe skaliert mit deiner AoE-Größe.;Les coups de l'arme ont 25% de chances de déclencher une explosion magique. Les dégâts sont alignés sur les dégâts de votre projectile. La taille correspond à la taille de votre AoE.;I colpi dell'arma hanno una probabilità del 25% di innescare un'esplosione magica. Il danno varia in base al danno del proiettile. La dimensione varia in base alla dimensione dell'AoE.;Los impactos de arma tienen un 25% de probabilidad de desencadenar una explosión mágica. El daño varía según el daño de tus proyectiles. El tamaño depende del tamaño de tu AoE.;武器命中时有 25% 的几率触发魔法爆炸。伤害与射弹伤害成比例。大小与你的 AoE 大小成比例。;命中時25%の確率で魔法爆発を誘発する。ダメージは自分の投擲ダメージに比例する。サイズはAoEのサイズに比例する。;무기 적중 시 25%의 확률로 마법 폭발을 일으킵니다. 투사체 공격력에 따라 피해량이 증가합니다. 크기는 광역 공격의 크기에 따라 증가합니다.;Os golpes de arma têm 25% de hipótese de desencadear uma explosão mágica. O dano é proporcional ao seu dano de projétil. O tamanho é proporcional ao tamanho da sua AoE.;Trafienia bronią mają 25% szans na wywołanie magicznej eksplozji. Obrażenia skalują się wraz z obrażeniami od pocisków. Rozmiar skaluje się wraz z rozmiarem obszaru działania.;Попадания оружием с вероятностью 25% вызывают магический взрыв. Урон зависит от урона, наносимого снарядом. Размер зависит от размера АоЕ.;Silah vuruşlarının sihirli bir patlamayı tetikleme şansı %25'tir. Hasar, mermi hasarınızla ölçeklenir. Boyut, etki alanı boyutunuzla ölçeklenir.;Влучання зброї має 25% шанс викликати магічний вибух. Масштаб шкоди залежить від шкоди від снаряда. Розмір залежить від розміру вашої АоЕ.
BONEBREAKER;Bonebreaker;Knochenbrecher;Brise-os;Spezzaossa;Rompehuesos;碎骨者;ボーンブレイカー;본브레이커;Quebra-ossos;Łamacz Kości;Bonebreaker;Kemik Kıran;Кістколом
BONEBREAKER_DESC;Enemies touched by this weapon have a 50% chance to spawn a skeleton spider after they got defeated. Skeleton spiders live for 6s and their damage scales with your companion damage.;Gegner, die von dieser Waffe berührt werden, haben eine Chance von 50%, eine Skelettspinne zu spawnen, nachdem sie besiegt wurden. Skelettspinnen leben 6s lang und ihr Schaden skaliert mit deinem Gefährten-Schaden.;Les ennemis touchés par cette arme ont 50% de chances d'engendrer une araignée squelette après avoir été vaincus. Les araignées squelettes vivent pendant 6s et les dégâts qu'elles infligent sont proportionnels aux dégâts de votre compagnon.;I nemici toccati da quest'arma hanno il 50% di probabilità di generare un ragno scheletro dopo essere stati sconfitti. I ragni scheletro vivono per 6 secondi e i loro danni sono proporzionali ai danni dei compagni.;Los enemigos tocados por esta arma tienen un 50% de probabilidad de engendrar una araña esqueleto tras ser derrotados. Las arañas esqueleto viven durante 6 s y su daño varía en función del daño de tu compañero.;被该武器击中的敌人有 50% 的几率在被击败后生成一只骷髅蜘蛛。骷髅蜘蛛可存活 6 秒，其伤害与同伴伤害成比例。;この武器に触れた敵は50%の確率で倒された後にスケルトンスパイダーを生成する。スケルトンスパイダーは6秒間生き続け、そのダメージは仲間のダメージに比例する。;이 무기에 적중당한 적이 쓰러진 후 50% 확률로 해골 거미가 생성됩니다. 해골 거미의 수명은 6초이며, 해골 거미의 공격력은 동료가 주는 피해에 따라 증가합니다.;Inimigos atingidos por esta arma têm 50% de chance de gerar uma aranha-esqueleto após serem derrotados. As aranhas-esqueleto vivem por 6s e seu dano é proporcional ao seu dano de companheiro.;Wrogowie dotknięci tą bronią mają 50% szans na pojawienie się szkieletowego pająka po tym, jak zostaną pokonani. Szkieletowe pająki żyją przez 6 sek., a zadawane przez nie obrażenia skalują się wraz z obrażeniami zadawanymi przez towarzysza.;Враги, которых коснулось это оружие, с вероятностью 50% порождают паука-скелета после поражения. Пауки-скелеты живут 6 с, а их урон зависит от урона вашего компаньона.;Bu silahın dokunduğu düşmanların yenildikten sonra bir iskelet örümceği ortaya çıkarma şansı %50'dir. İskelet örümcekler 6 saniye boyunca yaşar ve verdikleri hasar yoldaşınızın verdiği hasarla ölçeklenir.;Вороги, яких торкнулася ця зброя, мають 50% шанс народити павука-скелета після поразки. Скелетні павуки живуть 6 секунд, а їхня шкода дорівнює шкоді вашого супутника.
BONE_LANCE;Bone Lance;Knochenlanze;Lance osseuse;Lancia d'ossa;Lanza de hueso;骨矛;ボーンランス;뼈 창;Lança de Ossos;Kościana Lanca;Костяное копье;Kemik Mızrak;Кістяний спис
BONE_LANCE_DESC;50% chance to apply poison condition on enemy hit.;50% Chance, bei gegnerischen Treffern einen Giftzustand zu verursachen.;50% de chances d'appliquer la condition de poison sur les ennemis touchés.;50% di possibilità di applicare la condizione di veleno ai nemici colpiti.;50% de probabilidad de aplicar la condición de veneno al enemigo golpeado.;有 50%的几率对命中的敌人施加中毒状态。;50%の確率で敵に毒状態を与える。;50% 확률로 적중 시 독 상태가 적용됩니다.;50% de chance de aplicar condição de veneno ao inimigo atingido.;50% szans na nałożenie efektu trucizny na trafionego wroga.;50% шанс наложить яд на пораженного противника.;50 şansla düşman vurulduğunda zehir koşulu uygulanır.;50% шанс застосувати отруєння при ураженні супротивника.
PITCH_FORK;Pitch Fork;Heugabel;Fourche à mine;Forca da pece;Horca;沥青叉;ピッチフォーク;피치 포크;Forquilha;Widły;Вилы;Zift Çatalı;Вила
PITCH_FORK_DESC;30% chance to apply bleeding condition on enemy hit.;30% Chance, bei gegnerischen Treffern einen Blutungszustand zu verursachen.;30% de chances d'appliquer la condition de saignement sur l'ennemi.;30% di possibilità di applicare la condizione di sanguinamento ai nemici colpiti.;30% de probabilidad de aplicar hemorragia al golpear al enemigo.;有 30% 的几率对命中的敌人施加流血效果。;30%の確率で敵に出血状態を与える。;30%의 확률로 적에게 출혈 상태를 부여합니다.;30% de chance de aplicar condição de sangramento ao inimigo atingido.;30% szans na zastosowanie efektu krwawienia przy trafieniu wroga.;30% шанс наложить на врага состояние кровотечения.;30 şansla düşman vurulduğunda kanama koşulu uygulanır.;30% шанс застосувати стан кровотечі при ураженні противника.
HERD_STAFF;Herd Staff;Herdenstab;Bâton de troupeau;Bastone della mandria;Báculo de rebaño;牧群法杖;群れの杖;무리 지팡이;Cajado de Rebanho;Laska Stada;Посох стада;Sürü Asası;Стадний посох
