id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr;uk
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
DIALOG_DAROKIN_TUT_INTRO_1;You have returned, haven’t you? Behold -­ much like moths drawn irresistibly by a flame's allure, they gravitate towards the light and absorb it. They use it to pull us even deeper into the abyss. The darkness we are finding ourselves in. For years countless fragments of light have been devoured, leaving behind nothing but lingering darkness.;Ihr seid zurückgekehrt, nicht wahr? Seht - ähnlich wie Motten, die von einer Flamme unwiderstehlich angezogen werden, ziehen sie das Licht an und absorbieren es. Sie benutzen es, um uns noch tiefer in den Abgrund zu ziehen. Die Dunkelheit, in der wir uns gerade befinden. Seit Jahren werden zahllose Fragmente des Lichts verschlungen, so dass nichts als anhaltende Dunkelheit zurückbleibt.;Vous êtes revenus, n'est-ce pas ? Comme les papillons de nuit attirés irrésistiblement par l'attrait d'une flamme, ils gravitent autour de la lumière et l'absorbent. Ils l'utilisent pour nous attirer encore plus profondément dans l'abîme. L'obscurité dans laquelle nous nous trouvons. Depuis des années, d'innombrables fragments de lumière ont été dévorés, ne laissant derrière eux que des ténèbres persistantes.;Siete tornati, non è vero? Ecco: come le falene attratte irresistibilmente dal fascino della fiamma, gravitano verso la luce e la assorbono. La usano per trascinarci ancora più a fondo nell'abisso. L'oscurità in cui ci troviamo. Per anni innumerevoli frammenti di luce sono stati divorati, lasciando dietro di sé solo un'oscurità persistente.;Han vuelto, ¿verdad? He aquí que, como las polillas atraídas irresistiblemente por el encanto de una llama, gravitan hacia la luz y la absorben. La utilizan para arrastrarnos aún más al abismo. La oscuridad en la que nos encontramos. Durante años han devorado innumerables fragmentos de luz, dejando tras de sí nada más que una persistente oscuridad.;你们回来了，不是吗？看吧--就像飞蛾被火焰的诱惑所吸引，无法抗拒，它们向着光亮，吸收光亮。它们用光把我们拉向更深的深渊。我们正身处黑暗之中。多年来，无数的光明碎片被吞噬，留下的只有挥之不去的黑暗。;戻ってきたんだね？炎の魅力に抗いがたく引き寄せられる蛾のように、彼らは光に引き寄せられ、それを吸収する。私たちを奈落の底に引きずり込むために。私たちが陥っている闇。何年もの間、数え切れないほどの光の断片が食い尽くされ、後には暗闇が残るだけだ。;돌아왔군요, 그렇죠? 보세요 - 불꽃의 매력에 이끌려 거부할 수 없이 끌려가는 나방처럼, 그들은 빛을 향해 중력을 끌어당겨 빛을 흡수합니다. 그리고 그 빛을 이용해 우리를 더 깊은 심연으로 끌어들입니다. 우리가 처한 어둠. 수년 동안 수많은 빛의 파편이 삼켜져 어둠만 남았습니다.;Regressaram, não foi? Eis que - tal como as traças atraídas irresistivelmente pelo fascínio de uma chama, elas gravitam em direção à luz e absorvem-na. Usam-na para nos puxar ainda mais para o abismo. A escuridão em que nos encontramos. Durante anos, inúmeros fragmentos de luz foram devorados, deixando para trás apenas uma escuridão persistente.;Wróciłeś, prawda? Oto one, podobnie jak ćmy przyciągane nieodpartym urokiem płomienia, grawitują w kierunku światła i pochłaniają je. Używają go, by wciągnąć nas jeszcze głębiej w otchłań. Ciemność, w której się znajdujemy. Przez lata niezliczone fragmenty światła zostały pochłonięte, pozostawiając po sobie jedynie utrzymującą się ciemność.;Вы вернулись, не так ли? Подобно мотылькам, которых непреодолимо манит пламя, они тянутся к свету и поглощают его. Они используют его, чтобы затянуть нас еще глубже в бездну. Тьму, в которой мы сейчас находимся. На протяжении многих лет бесчисленные осколки света поглощались, не оставляя после себя ничего, кроме томительной тьмы.;Geri döndünüz, değil mi? Dikkat edin - tıpkı alevin cazibesine karşı konulmaz bir şekilde kapılan pervaneler gibi, ışığa doğru çekiliyor ve onu emiyorlar. Bizi uçurumun daha da derinlerine çekmek için kullanıyorlar. Kendimizi içinde bulduğumuz karanlığa. Yıllardır sayısız ışık parçası yutuldu ve geride kalıcı karanlıktan başka bir şey bırakmadı.;Ви повернулися, чи не так? Поглянь - подібно до метеликів, яких непереборно приваблює полум'я, вони тягнуться до світла і поглинають його. Вони використовують його, щоб затягнути нас ще глибше в безодню. Темряву, в якій ми опинилися. Роками незліченні фрагменти світла поглиналися, не залишаючи по собі нічого, окрім затяжної темряви.
DIALOG_DAROKIN_TUT_INTRO_2;I saw something shimmering here at the outpost of Ankerath, a town shrouded in utter darkness since the Fallen have devoured all remaining light. If you find a fragment, Ankerath would forever be in your debt for rekindling our lights.;Ich sah hier am Außenposten von Ankerath etwas schimmern, einer Stadt, die in völlige Dunkelheit gehüllt ist, seit die Gefallenen alles verbliebene Licht verschlungen haben. Wenn Ihr ein Fragment findet, würde Ankerath für immer in Eurer Schuld stehen, weil Ihr unser Licht wieder entzündet habt.;J'ai vu quelque chose briller ici, à l'avant-poste d'Ankerath, une ville plongée dans l'obscurité la plus totale depuis que les Déchus ont dévoré toute la lumière restante. Si vous trouvez un fragment, Ankerath vous sera à jamais redevable d'avoir rallumé nos lumières.;Ho visto qualcosa brillare qui nell'avamposto di Ankerath, una città avvolta nell'oscurità più totale da quando i Caduti hanno divorato tutta la luce rimasta. Se trovate un frammento, Ankerath sarà per sempre in debito con voi per aver riacceso le nostre luci.;Vi algo resplandeciente aquí, en el puesto de avanzada de Ankerath, una ciudad envuelta en la más absoluta oscuridad desde que los Caídos devoraron toda la luz que quedaba. Si encuentras un fragmento, Ankerath estará siempre en deuda contigo por reavivar nuestras luces.;我在安凯拉斯的前哨站看到了闪闪发光的东西 自从堕落者吞噬了所有残存的光明后，这个小镇就笼罩在一片黑暗之中 如果你能找到碎片，安卡拉斯将永远感激你为我们重燃光明。;アンケラスの前哨基地で 光るものを見た フォールンが光を食い尽くして以来 真っ暗闇に包まれた町だ もし破片が見つかれば... アンケラスは永遠に 恩義を感じるだろう... 我々の光を取り戻してくれたことに;타락한 자들이 남은 빛을 모두 삼켜버려 어둠에 휩싸인 안케라스의 전초기지에서 반짝이는 무언가를 봤어요. 그 조각을 찾아낸다면, 안케라스는 불빛을 되살려준 당신에게 영원히 빚을 지게 될 겁니다.;Eu vi algo brilhando aqui no posto avançado de Ankerath, uma cidade envolta em total escuridão desde que os Caídos devoraram toda a luz restante. Se encontrarem um fragmento, Ankerath ficará para sempre em dívida convosco por reacenderem as nossas luzes.;Widziałem coś migoczącego w placówce Ankerath, mieście spowitym całkowitą ciemnością, odkąd Upadli pochłonęli resztki światła. Jeśli znajdziesz fragment, Ankerath na zawsze pozostanie twoim dłużnikiem za ponowne rozpalenie naszego światła.;Я видел что-то мерцающее здесь, на заставе Анкерата, города, окутанного кромешной тьмой с тех пор, как Падшие пожрали весь оставшийся свет. Если вы найдете осколок, Анкерат будет вечно в долгу перед вами за то, что вы возродили наш свет.;Ankerath'ın ileri karakolunda parıldayan bir şey gördüm, Düşmüşler kalan tüm ışığı yuttuğundan beri zifiri karanlıkla örtülü bir kasaba. Eğer bir parça bulursan, Ankerath ışıklarımızı yeniden yaktığın için sana sonsuza dek borçlu olacaktır.;Я бачив, як щось мерехтіло тут, на аванпості Анкерата, міста, оповитого суцільною темрявою відтоді, як Занепалі поглинули все світло, що залишилося. Якщо ти знайдеш уламок, Анкерат назавжди залишиться в боргу перед тобою за те, що ти розпалив наше світло.
DIALOG_DAROKIN_TUT_FINISHED;You returned! Thank you for helping us to protect the fragments from the fallen Aeodra. However, these creatures are harmless compared to the corrupted monstrosities out there. This portal stone will bring you directly to Ankerath. I will await you there.;Ihr seid zurückgekehrt! Danke, dass Ihr uns geholfen habt, die Fragmente vor den gefallenen Aeodra zu schützen. Diese Kreaturen sind jedoch harmlos im Vergleich zu den verderbten Monstrositäten da draußen. Dieser Portalstein wird Euch direkt nach Ankerath bringen. Ich werde dort auf Euch warten.;Vous êtes de retour ! Merci de nous avoir aidés à protéger les fragments des Aeodra déchus. Cependant, ces créatures sont inoffensives comparées aux monstruosités corrompues qui existent. Cette pierre de portail vous mènera directement à Ankerath. Je vous y attendrai.;Siete tornati! Grazie per averci aiutato a proteggere i frammenti dagli Eodra caduti. Tuttavia, queste creature sono innocue rispetto alle mostruosità corrotte là fuori. Questo portale di pietra vi porterà direttamente ad Ankerath. Vi aspetterò lì.;¡Has vuelto! Gracias por ayudarnos a proteger los fragmentos de los Aeodra caídos. Sin embargo, estas criaturas son inofensivas comparadas con las monstruosidades corruptas de ahí fuera. Este portal de piedra te llevará directamente a Ankerath. Te esperaré allí.;你回来了 感谢你帮助我们保护了艾奥德拉星的碎片。不过，与外面那些腐化的怪物相比，这些生物并无害处。这块传送石将直接把你带到安卡拉斯 我会在那里等你;あなたは戻ってきた！堕落したエオドラから破片を守るのを手伝ってくれてありがとう。しかし、これらの生き物は無害だ。堕落した怪物に比べれば。このポータルストーンを使えば アンケラスに行けるだろう そこで待っていよう。;돌아왔군요! 타락한 아이오드라로부터 파편을 보호하는 데 도움을 주셔서 감사합니다. 하지만 이 생명체들은 타락한 괴물들에 비하면 무해한 존재입니다. 이 차원석으로 안케라스로 바로 갈 수 있습니다. 거기서 기다리겠습니다.;Regressaste! Obrigado por nos ajudares a proteger os fragmentos dos Aeodra caídos. No entanto, estas criaturas são inofensivas comparadas com as monstruosidades corrompidas que andam por aí. Esta pedra portal vai levar-te diretamente para Ankerath. Esperarei por ti lá.;Wróciłeś! Dziękujemy za pomoc w ochronie fragmentów przed upadłą Aeodrą. Jednak te stworzenia są niegroźne w porównaniu ze zepsutymi potwornościami. Ten kamień portalowy przeniesie cię bezpośrednio do Ankerath. Będę tam na ciebie czekał.;Вы вернулись! Спасибо, что помогли нам защитить осколки павшей Аэодры. Однако эти существа безобидны по сравнению с развращенными чудовищами. Этот портальный камень перенесет вас прямо в Анкерат. Я буду ждать вас там.;Geri döndünüz! Parçaları düşmüş Aeodra'dan korumamıza yardım ettiğiniz için teşekkür ederiz. Ancak bu yaratıklar, dışarıdaki bozulmuş canavarlara kıyasla zararsızdır. Bu portal taşı sizi doğrudan Ankerath'a götürecek. Sizi orada bekleyeceğim.;Ви повернулися! Дякуємо, що допомогли нам захистити уламки від загиблої Еодри. Однак ці створіння нешкідливі у порівнянні з потворами, що живуть там, на волі. Цей камінь-портал приведе тебе прямо до Анкерат. Я чекатиму на вас там.
DIALOG_DAROKIN_TREE_OF_LIGHT;Look at this tree! Impressive, isn’t it? Our ancestors have sowed seeds in soil nourished by fragments of light. These trees are vessels and can uptake an infinite amount of light. Storing light in the tree will merge the scattered fragments and bestow on you unseen powers. It is told that not even the most powerful Aeodra can sever these fragments from the vessel.;Seht Euch diesen Baum an! Beeindruckend, nicht wahr? Unsere Vorfahren haben Samen in die Erde gesät, die von Lichtfragmenten genährt wurden. Diese Bäume sind Gefäße und können eine unendliche Menge an Licht aufnehmen. Das Speichern von Licht im Baum wird die verstreuten Fragmente zusammenführen und Euch ungeahnte Kräfte verleihen. Es heißt, dass nicht einmal die mächtigste Aeodra diese Fragmente von dem Gefäß trennen kann.;Regardez cet arbre ! Impressionnant, n'est-ce pas ? Nos ancêtres ont semé des graines dans un sol nourri par des fragments de lumière. Ces arbres sont des vaisseaux et peuvent absorber une quantité infinie de lumière. En stockant la lumière dans l'arbre, les fragments dispersés fusionneront et vous conféreront des pouvoirs invisibles. On raconte que même le plus puissant des Aeodra ne peut séparer ces fragments du récipient.;Guardate questo albero! Impressionante, non è vero? I nostri antenati hanno gettato semi in un terreno nutrito da frammenti di luce. Questi alberi sono vasi e possono assorbire una quantità infinita di luce. Immagazzinando la luce nell'albero, i frammenti sparsi si fonderanno e vi conferiranno poteri invisibili. Si dice che nemmeno il più potente degli Eodra possa staccare questi frammenti dal vaso.;¡Mira este árbol! Impresionante, ¿verdad? Nuestros antepasados han sembrado semillas en un suelo nutrido por fragmentos de luz. Estos árboles son recipientes y pueden absorber una cantidad infinita de luz. Almacenar luz en el árbol fusionará los fragmentos dispersos y te otorgará poderes invisibles. Se dice que ni siquiera el Aeodra más poderoso puede separar estos fragmentos del recipiente.;看看这棵树！令人印象深刻，不是吗？我们的祖先在光的碎片滋养的土壤中播下了种子。这些树是容器，可以吸收无限的光。把光储存在树上，就能把散落的碎片融合在一起，赋予你看不见的力量。据说，即使是最强大的艾奥德拉也无法将这些碎片从容器中分离出来。;この木を見てください！感動的でしょう？私たちの祖先は、光の断片によって養われた土に種を蒔いた。この木は器であり、無限の光を取り込むことができる。木に光を蓄えることで、散らばった光の断片が統合され、目に見えない力が授けられる。最も強力なアイオドラでさえ、器からこの断片を切り離すことはできないと言われている。;이 나무를 보세요! 인상적이지 않나요? 우리 조상들은 빛의 파편으로 영양을 공급받은 토양에 씨앗을 뿌렸습니다. 이 나무는 무한한 양의 빛을 흡수할 수 있는 그릇입니다. 나무에 빛을 저장하면 흩어진 파편들이 합쳐져 보이지 않는 힘을 얻게 됩니다. 아무리 강력한 아에오드라도 이 파편들을 그릇에서 떼어낼 수 없다고 합니다.;Olha para esta árvore! Impressionante, não é? Os nossos antepassados lançaram sementes num solo alimentado por fragmentos de luz. Estas árvores são recipientes e podem absorver uma quantidade infinita de luz. Armazenar a luz na árvore irá fundir os fragmentos dispersos e conceder-lhe poderes invisíveis. Diz-se que nem mesmo o mais poderoso Aeodra consegue separar estes fragmentos do recipiente.;Spójrz na to drzewo! Imponujące, nieprawdaż? Nasi przodkowie zasiali nasiona w glebie odżywionej fragmentami światła. Drzewa te są naczyniami i mogą przyjąć nieskończoną ilość światła. Przechowywanie światła w drzewie połączy rozproszone fragmenty i obdarzy cię niewidzialnymi mocami. Mówi się, że nawet najpotężniejsza Aeodra nie może oddzielić tych fragmentów od naczynia.;Посмотрите на это дерево! Впечатляет, не правда ли? Наши предки посеяли семена в почву, питаемую осколками света. Эти деревья являются сосудами и могут впитывать бесконечное количество света. Хранящийся в дереве свет объединит рассеянные фрагменты и наделит вас невиданными силами. Говорят, что даже самый могущественный Эодра не сможет оторвать эти фрагменты от сосуда.;Şu ağaca bakın! Etkileyici, değil mi? Atalarımız ışık parçalarıyla beslenen toprağa tohumlar ektiler. Bu ağaçlar birer kaptır ve sonsuz miktarda ışık alabilir. Işığı ağaçta depolamak, dağılan parçaları birleştirecek ve size görünmeyen güçler bahşedecektir. En güçlü Aeodra'nın bile bu parçaları kaptan ayıramayacağı söylenir.;Поглянь на це дерево! Вражає, чи не так? Наші пращури посіяли насіння в ґрунт, який живився фрагментами світла. Ці дерева є посудинами і можуть поглинати нескінченну кількість світла. Якщо зберігати світло в дереві, воно об'єднає розрізнені фрагменти і наділить вас невидимими силами. Кажуть, що навіть наймогутніша Еодра не може відірвати ці осколки від посудини.
DIALOG_DAROKIN_PATHFINDER;"Since the Great Scatter the world has been torn apart. Many regions are controlled by horrible monstrosities. It is told that the fallen Aeodra called on these creatures to guard the gates -­ gates to lands unknown, shrouded in
mystery. For that reason, they are known as The Gatekeepers. 
Venturing even a single step into a new region will bind you to its confines. Portal stones hold the key to return to safety, but to advance beyond you have to overcome the Gatekeepers.";Seit der Großen Zerstreuung ist die Welt zerrissen. Viele Regionen werden von schrecklichen Monstrositäten beherrscht. Man sagt, dass die gefallenen Aeodra diese Kreaturen gerufen haben, um die Portale zu bewachen - Portale zu unbekannten, geheimnisumwitterten Ländern. Aus diesem Grund sind sie als die Portalwächter bekannt. ;Depuis la Grande Dispersion, le monde est déchiré. De nombreuses régions sont contrôlées par d'horribles monstruosités. On raconte que l'Aeodra déchue a fait appel à ces créatures pour garder les portes - des portes vers des terres inconnues, enveloppées de mystère. C'est pour cette raison qu'on les appelle les Gardiens de la Porte. S'aventurer ne serait-ce qu'un seul pas dans une nouvelle région vous liera à ses limites. Les pierres de portail sont la clé du retour à la sécurité, mais pour aller plus loin, vous devez vaincre les Gardiens.;Dalla Grande Dispersione il mondo è stato lacerato. Molte regioni sono controllate da orribili mostruosità. Si narra che l'Eodra caduto abbia chiamato queste creature a sorvegliare i cancelli - cancelli di terre sconosciute, avvolte nel mistero. Per questo motivo, sono conosciuti come i Guardiani della Porta. Avventurarsi anche solo di un passo in una nuova regione vi legherà ai suoi confini. Le pietre del portale contengono la chiave per tornare al sicuro, ma per andare oltre bisogna superare i Guardiani della Porta.;Desde la Gran Dispersión, el mundo está desgarrado. Muchas regiones están controladas por horribles monstruosidades. Se dice que el caído Aeodra llamó a estas criaturas para guardar las puertas - puertas a tierras desconocidas, envueltas en misterio. Por eso se les conoce como los guardianes de las puertas. Aventurarse a dar un solo paso en una nueva región te atará a sus confines. Las piedras del portal son la clave para volver a la seguridad, pero para avanzar más allá hay que vencer a los guardianes.;自从大分散以来，世界已经四分五裂。许多地区都被可怕的怪物所控制。据说，堕落的艾欧德拉召唤这些怪物来守卫大门--通往未知之地的大门，笼罩在神秘之中。因此，它们被称为守门人。哪怕只是踏入一个新的区域，都会将你束缚在它的禁锢之中。传送门石是返回安全地带的关键，但要想继续前进，就必须战胜守门人。;大散乱以来、世界は引き裂かれている。多くの地域が恐ろしい怪物に支配されている。堕落したアイオドラが、謎に包まれた未知の土地への門を守るために、これらのクリーチャーを呼んだと伝えられている。そのため、彼らはゲートキーパーとして知られている。新しい土地に一歩でも足を踏み入れると、その土地に縛られてしまう。ポータルストーンには安全な場所に戻るための鍵が隠されているが、その先に進むにはゲートキーパーに打ち勝たなければならない。;대분산 이후 세계는 갈기갈기 찢겨졌습니다. 많은 지역이 끔찍한 괴물들에 의해 통제되고 있습니다. 타락한 아에오드라는 이 생명체들에게 베일에 싸인 미지의 땅으로 통하는 문을 지키도록 요청했다고 전해집니다. 그래서 이들은 게이트키퍼로 알려져 있습니다. 새로운 지역으로 한 발자국이라도 들어가면 그곳의 경계에 묶이게 됩니다. 포탈 스톤은 안전한 곳으로 돌아갈 수 있는 열쇠를 쥐고 있지만, 그 너머로 나아가려면 게이트키퍼를 극복해야 합니다.;Desde a Grande Dispersão que o mundo está despedaçado. Muitas regiões são controladas por monstruosidades horríveis. Diz-se que os Aeodra caídos chamaram estas criaturas para guardarem os portões - portões para terras desconhecidas, envoltas em mistério. Por essa razão, são conhecidos como os guardiões dos portões. Se te aventurares, nem que seja um único passo, numa nova região, ficarás preso aos seus limites. As pedras dos portais são a chave para regressar a um lugar seguro, mas para avançar tens de vencer os guardiões.;"Od czasu Wielkiego Rozproszenia świat jest rozdarty. Wiele regionów jest kontrolowanych przez potworne monstra. Mówi się, że upadła Aeodra wezwała te stworzenia, by strzegły bram - bram do nieznanych krain, owianych tajemnicą.
tajemnicą. Z tego powodu są one znane jako Strażnicy Bram.
Postawienie choćby jednego kroku w nowym regionie spowoduje związanie się z jego granicami. Kamienie portalowe są kluczem do bezpiecznego powrotu, ale aby przejść dalej, musisz pokonać Strażników.";"Со времен Великого Разброса мир был разорван на части. Многие регионы контролируются ужасными чудовищами. Говорят, что павшая Эодра призвала этих существ охранять врата - врата в неведомые земли, окутанные
тайной. По этой причине они известны как Привратники.
Стоит сделать хотя бы один шаг в новый регион, и вы окажетесь в его пределах. Портальные камни - ключ к возвращению в безопасное место, но чтобы продвинуться дальше, вам придется преодолеть Привратников.";"Büyük Dağılım'dan bu yana dünya paramparça oldu. Pek çok bölge korkunç canavarlıklar tarafından kontrol ediliyor. Düşmüş Aeodra'nın bu yaratıkları kapıları korumaları için çağırdığı söylenir - bilinmeyen diyarlara açılan kapılar.
gizem. Bu nedenle, onlar Kapı Bekçileri olarak bilinirler.
Yeni bir bölgeye tek bir adım bile atmak sizi o bölgenin sınırlarına bağlayacaktır. Geçit taşları güvenliğe geri dönmenin anahtarını tutar, ancak ötesine geçmek için Kapı Bekçilerinin üstesinden gelmeniz gerekir.";«З часів Великого Розсіювання світ був розірваний на частини. Багато регіонів контролюються жахливими потворами. Розповідають, що загиблі Еодри закликали цих істот охороняти браму - ворота в землі невідомі, оповиті таємницею.
DIALOG_DAROKIN_STUDIES_OF_LIGHT;I studied the Age of Light, an era long past, when Mankind wandered peacefully amongst the others and honoured the Monumental Light. But, as it is told, Mankind descended into darkness. I have seen the darkness. I have seen the abyss. The glimpse of hope wanes, much as the fading fragments of light.;Ich habe das Zeitalter des Lichts studiert, eine längst vergangene Ära, in der die Menschheit friedlich unter den anderen wanderte und das Monumentale Licht ehrte. Aber, wie es heißt, ist die Menschheit in die Dunkelheit hinabgestiegen. Ich habe die Finsternis gesehen. Ich habe den Abgrund gesehen. Der Hoffnungsschimmer schwindet wie die verblassenden Fragmente des Lichts.;J'ai étudié l'âge de la lumière, une époque révolue où l'humanité errait paisiblement parmi les autres et honorait la lumière monumentale. Mais, comme on le raconte, l'humanité a sombré dans les ténèbres. J'ai vu les ténèbres. J'ai vu l'abîme. La lueur d'espoir s'estompe, tout comme les fragments de lumière qui s'estompent.;Ho studiato l'Età della Luce, un'epoca ormai passata, in cui l'umanità vagava pacificamente tra gli altri e onorava la Luce Monumentale. Ma, come si racconta, l'umanità è scesa nelle tenebre. Ho visto le tenebre. Ho visto l'abisso. Il barlume di speranza si affievolisce, come i frammenti di luce che svaniscono.;Estudié la Edad de la Luz, una era ya pasada, cuando la Humanidad vagaba pacíficamente entre los demás y honraba la Luz Monumental. Pero, según se cuenta, la Humanidad descendió a la oscuridad. He visto la oscuridad. He visto el abismo. El atisbo de esperanza se desvanece, al igual que los fragmentos de luz que se desvanecen.;我曾研究过光明时代，那是一个早已过去的时代，人类曾和平地徜徉于其他民族之中，并尊重不朽之光。但是，正如人们所说，人类陷入了黑暗。我看到了黑暗。我看到了深渊。希望的曙光在消逝，就像消逝的光明碎片。;私は光の時代を研究していた。人類が他の人々の間を平和にさまよい、記念碑的な光を尊んでいた、はるか昔の時代だ。しかし、語り継がれているように、人類は暗闇へと落ちていった。私は闇を見た。奈落の底を見た。希望の片鱗は、消えゆく光の断片と同じように、薄れていく。;저는 오래 전 인류가 평화롭게 방랑하며 기념비적인 빛을 기렸던 빛의 시대를 공부했습니다. 하지만 전해지는 대로 인류는 어둠 속으로 떨어졌습니다. 저는 어둠을 보았습니다. 심연을 보았습니다. 희미해지는 빛의 파편처럼 희망의 빛도 희미해졌습니다.;Estudei a Idade da Luz, uma era há muito passada, quando a Humanidade vagueava pacificamente entre os outros e honrava a Luz Monumental. Mas, como é dito, a Humanidade desceu às trevas. Eu vi as trevas. Eu vi o abismo. O vislumbre de esperança diminui, tal como os fragmentos de luz que se desvanecem.;Studiowałem Wiek Światła, erę dawno minioną, kiedy ludzkość wędrowała spokojnie wśród innych i szanowała Monumentalne Światło. Ale, jak powiedziano, ludzkość zstąpiła w ciemność. Widziałem ciemność. Widziałem otchłań. Przebłysk nadziei słabnie, podobnie jak gasnące fragmenty światła.;Я изучал Эпоху Света, давно минувшую эпоху, когда человечество мирно странствовало среди других и почитало Монументальный Свет. Но, как сказано, человечество погрузилось во тьму. Я видел тьму. Я видел бездну. Мелькание надежды ослабевает, как и угасающие осколки света.;İnsanoğlunun diğerlerinin arasında barış içinde dolaştığı ve Anıtsal Işığı onurlandırdığı, uzun zaman önce geçmiş bir çağ olan Işık Çağını inceledim. Ama söylendiği gibi, İnsanoğlu karanlığa gömüldü. Karanlığı gördüm. Uçurumu gördüm. Bir anlık umut, ışığın solan parçaları gibi azalıyor.;Я вивчав Епоху Світла, давню епоху, коли людство мирно блукало серед інших і шанувало Монументальне Світло. Але, як сказано, людство поринуло в темряву. Я бачив темряву. Я бачив безодню. Проблиск надії згасає, так само, як згасають фрагменти світла.
DIALOG_DAROKIN_AEODRA;Once created by the Monumental Light to shine into the concealed areas of the universe, the Aeodra wanted to ascend beyond the Monumental Light and sought dominion over the entirety of Creation. They seduced Mankind by offering unimaginable wealth. As soon as Mankind made a pact with the Aeodra the downfall began.;Einst vom Monumentalen Licht geschaffen, um in die verborgenen Bereiche des Universums zu leuchten, wollten die Aeodra über das Monumentale Licht hinaus aufsteigen und strebten nach der Herrschaft über die gesamte Schöpfung. Sie verführten die Menschheit mit unvorstellbaren Reichtümern. Sobald die Menschheit einen Pakt mit den Aeodra schloss, begann der Untergang.;Créés par la Lumière Monumentale pour éclairer les zones cachées de l'univers, les Aeodra ont voulu s'élever au-delà de la Lumière Monumentale et ont cherché à dominer l'ensemble de la Création. Ils séduisirent l'humanité en lui offrant des richesses inimaginables. Dès que l'humanité a conclu un pacte avec les Aeodra, la chute a commencé.;Un tempo creati dalla Luce Monumentale per risplendere nelle zone nascoste dell'universo, gli Eodra vollero ascendere oltre la Luce Monumentale e cercarono di dominare l'intera Creazione. Sedussero l'umanità offrendo ricchezze inimmaginabili. Non appena l'umanità strinse un patto con gli Eodra, iniziò la caduta.;Una vez creados por la Luz Monumental para brillar en las zonas ocultas del universo, los Aeodra quisieron ascender más allá de la Luz Monumental y buscaron el dominio sobre la totalidad de la Creación. Sedujeron a la Humanidad ofreciéndole riquezas inimaginables. En cuanto la Humanidad pactó con los Aeodra, comenzó su caída.;艾奥德拉人曾被不朽之光创造出来，照耀宇宙的隐秘之处，他们想要超越不朽之光，统治整个造物世界。他们以难以想象的财富诱惑人类。当人类与艾奥德拉人签订契约后，堕落就开始了。;モニュメンタルな光によって宇宙の隠された領域に光を放つように創造されたエオドラは、モニュメンタルな光を超えて昇華することを望み、創造物全体を支配しようとした。彼らは想像を絶する富を提供することで人類を誘惑した。人類がエオドラと契約を結ぶや否や、没落が始まった。;우주의 은폐된 영역을 비추기 위해 기념비적 빛에 의해 창조된 에오드라는 기념비적 빛을 넘어 창조 세계 전체를 지배하고자 했어요. 그들은 상상할 수 없는 부를 제시하며 인류를 유혹했습니다. 인류가 아에오드라와 협정을 맺자마자 몰락이 시작되었죠.;Uma vez criados pela Luz Monumental para brilhar nas áreas ocultas do universo, os Aeodra quiseram ascender para além da Luz Monumental e procuraram dominar toda a Criação. Eles seduziram a humanidade oferecendo riquezas inimagináveis. Assim que a Humanidade fez um pacto com os Aeodra, a queda começou.;Niegdyś stworzeni przez Monumentalne Światło, aby świecić w ukrytych obszarach wszechświata, Aeodra chcieli wznieść się ponad Monumentalne Światło i starali się zapanować nad całym Stworzeniem. Uwiodły ludzkość, oferując niewyobrażalne bogactwo. Gdy tylko ludzkość zawarła pakt z Aeodrą, rozpoczął się jej upadek.;Когда-то созданные Монументальным Светом, чтобы светить в скрытые области Вселенной, Эодра захотели выйти за пределы Монументального Света и стремились к господству над всем Творением. Они соблазнили человечество, предложив невообразимые богатства. Как только человечество заключило договор с Эодрой, началось его падение.;Bir zamanlar Anıtsal Işık tarafından evrenin gizli bölgelerini aydınlatmak için yaratılan Aeodra, Anıtsal Işığın ötesine yükselmek ve Yaratılışın tamamı üzerinde hâkimiyet kurmak istedi. İnsanoğluna akıl almaz bir zenginlik sunarak onu baştan çıkardılar. İnsanoğlu Aeodra ile bir anlaşma yapar yapmaz çöküş başladı.;Створені Монументальним Світлом, щоб світити у приховані куточки Всесвіту, Еодри захотіли вийти за межі Монументального Світла і прагнули панування над усім Творінням. Вони спокусили Людство, запропонувавши немислимі багатства. Як тільки Людство уклало угоду з Еодрами, почалося його падіння.
